Machine= 5,Job= 5,Task= 12,Ant= 50,
K, Best, Bad , Average
1792,43.0,50.0,43.84,
1793,43.0,50.0,44.24,
1794,43.0,47.0,44.04,
1795,43.0,54.0,44.26,
1796,43.0,47.0,43.72,
1797,43.0,48.0,43.78,
1798,43.0,48.0,44.04,
1799,43.0,53.0,44.28,
1800,43.0,50.0,43.9,
1801,43.0,49.0,44.06,
1802,43.0,47.0,44.0,
1803,43.0,48.0,44.28,
1804,43.0,49.0,44.08,
1805,43.0,47.0,43.66,
1806,43.0,48.0,43.88,
1807,43.0,48.0,44.02,
1808,43.0,49.0,44.06,
1809,43.0,50.0,43.74,
1810,43.0,48.0,43.74,
1811,43.0,49.0,43.96,
1812,43.0,47.0,43.8,
1813,43.0,51.0,44.14,
1814,43.0,50.0,43.7,
1815,43.0,47.0,43.88,
1816,43.0,52.0,44.24,
1817,43.0,49.0,43.8,
1818,43.0,49.0,43.78,
1819,43.0,47.0,43.84,
1820,43.0,49.0,44.06,
1821,43.0,48.0,43.8,
1822,43.0,48.0,43.84,
1823,43.0,47.0,43.94,
1824,43.0,47.0,43.46,
1825,43.0,48.0,43.86,
1826,43.0,48.0,43.8,
1827,43.0,49.0,43.76,
1828,43.0,54.0,44.24,
1829,43.0,50.0,43.66,
1830,43.0,47.0,43.68,
1831,43.0,48.0,44.14,
1832,43.0,48.0,43.84,
1833,43.0,48.0,43.78,
1834,43.0,49.0,43.6,
1835,43.0,51.0,44.22,
1836,43.0,47.0,43.7,
1837,43.0,49.0,43.8,
1838,43.0,47.0,43.66,
1839,43.0,47.0,43.7,
1840,43.0,50.0,44.24,
1841,43.0,47.0,43.68,
1842,43.0,49.0,43.74,
1843,43.0,51.0,44.18,
1844,43.0,49.0,43.8,
1845,43.0,47.0,43.64,
1846,43.0,51.0,44.14,
1847,43.0,52.0,43.7,
1848,43.0,48.0,43.88,
1849,43.0,48.0,43.66,
1850,43.0,48.0,43.6,
1851,43.0,47.0,43.42,
1852,43.0,51.0,43.88,
1853,43.0,48.0,43.86,
1854,43.0,49.0,43.68,
1855,43.0,47.0,43.4,
1856,43.0,48.0,43.86,
1857,43.0,47.0,43.6,
1858,43.0,47.0,43.76,
1859,43.0,48.0,43.82,
1860,43.0,50.0,43.78,
1861,43.0,47.0,43.68,
1862,43.0,48.0,43.66,
1863,43.0,50.0,43.84,
1864,43.0,48.0,43.64,
1865,43.0,49.0,43.54,
1866,43.0,48.0,43.86,
1867,43.0,47.0,43.74,
1868,43.0,48.0,43.78,
1869,43.0,51.0,43.76,
1870,43.0,49.0,43.76,
1871,43.0,49.0,43.72,
1872,43.0,49.0,43.78,
1873,43.0,46.0,43.6,
1874,43.0,49.0,43.94,
1875,43.0,49.0,43.74,
1876,43.0,50.0,44.08,
1877,43.0,48.0,43.84,
1878,43.0,47.0,43.82,
1879,43.0,49.0,43.62,
1880,43.0,47.0,43.5,
1881,43.0,46.0,43.46,
1882,43.0,48.0,43.68,
1883,43.0,49.0,43.8,
1884,43.0,49.0,43.82,
1885,43.0,49.0,43.64,
1886,43.0,47.0,43.76,
1887,43.0,48.0,43.54,
1888,43.0,49.0,43.64,
1889,43.0,49.0,43.58,
1890,43.0,49.0,43.94,
1891,43.0,50.0,43.42,
1892,43.0,48.0,43.62,
1893,43.0,47.0,43.56,
1894,43.0,51.0,43.54,
1895,43.0,50.0,43.62,
1896,43.0,48.0,43.66,
1897,43.0,46.0,43.4,
1898,43.0,48.0,43.54,
1899,43.0,47.0,43.64,
1900,43.0,51.0,43.8,
1901,43.0,51.0,43.78,
1902,43.0,47.0,43.6,
1903,43.0,51.0,43.6,
1904,43.0,48.0,43.56,
1905,43.0,50.0,43.68,
1906,43.0,51.0,43.62,
1907,43.0,47.0,43.64,
1908,43.0,48.0,43.62,
1909,43.0,46.0,43.36,
1910,43.0,47.0,43.66,
1911,43.0,48.0,43.5,
1912,43.0,48.0,43.5,
1913,43.0,48.0,43.36,
1914,43.0,47.0,43.32,
1915,43.0,53.0,43.78,
1916,43.0,49.0,43.42,
1917,43.0,50.0,43.68,
1918,43.0,47.0,43.64,
1919,43.0,47.0,43.54,
1920,43.0,47.0,43.6,
1921,43.0,47.0,43.56,
1922,43.0,48.0,43.58,
1923,43.0,47.0,43.4,
1924,43.0,48.0,43.58,
1925,43.0,48.0,43.58,
1926,43.0,49.0,43.56,
1927,43.0,47.0,43.36,
1928,43.0,49.0,43.42,
1929,43.0,47.0,43.72,
1930,43.0,47.0,43.68,
1931,43.0,48.0,43.46,
1932,43.0,48.0,43.46,
1933,43.0,49.0,43.96,
1934,43.0,47.0,43.44,
1935,43.0,48.0,43.78,
1936,43.0,50.0,43.6,
1937,43.0,50.0,43.8,
1938,43.0,47.0,43.38,
1939,43.0,48.0,43.28,
1940,43.0,49.0,43.5,
1941,43.0,49.0,43.74,
1942,43.0,49.0,43.82,
1943,43.0,49.0,43.72,
1944,43.0,46.0,43.68,
1945,43.0,47.0,43.4,
1946,43.0,47.0,43.6,
1947,43.0,46.0,43.4,
1948,43.0,47.0,43.62,
1949,43.0,49.0,43.66,
1950,43.0,49.0,43.6,
1951,43.0,48.0,43.76,
1952,43.0,50.0,43.54,
1953,43.0,46.0,43.52,
1954,43.0,47.0,43.44,
1955,43.0,47.0,43.54,
1956,43.0,47.0,43.6,
1957,43.0,47.0,43.48,
1958,43.0,49.0,43.72,
1959,43.0,46.0,43.48,
1960,43.0,48.0,43.52,
1961,43.0,52.0,43.78,
1962,43.0,49.0,43.7,
1963,43.0,48.0,43.5,
1964,43.0,47.0,43.52,
1965,43.0,47.0,43.7,
1966,43.0,47.0,43.44,
1967,43.0,49.0,43.62,
1968,43.0,51.0,43.84,
1969,43.0,49.0,43.78,
1970,43.0,50.0,43.62,
1971,43.0,48.0,43.52,
1972,43.0,50.0,43.62,
1973,43.0,47.0,43.6,
1974,43.0,48.0,43.62,
1975,43.0,46.0,43.3,
1976,43.0,48.0,43.72,
1977,43.0,46.0,43.54,
1978,43.0,51.0,43.46,
1979,43.0,48.0,43.64,
1980,43.0,46.0,43.42,
1981,43.0,49.0,43.52,
1982,43.0,47.0,43.52,
1983,43.0,48.0,43.88,
1984,43.0,49.0,43.58,
1985,43.0,49.0,43.82,
1986,43.0,48.0,43.48,
1987,43.0,50.0,43.62,
1988,43.0,47.0,43.34,
1989,43.0,49.0,43.54,
1990,43.0,46.0,43.54,
1991,43.0,47.0,43.44,
1992,43.0,47.0,43.66,
1993,43.0,47.0,43.5,
1994,43.0,49.0,43.76,
1995,43.0,50.0,43.72,
1996,43.0,49.0,44.04,
1997,43.0,46.0,43.46,
1998,43.0,47.0,43.5,
1999,43.0,49.0,43.68,
2000,43.0,47.0,43.48,
2001,43.0,47.0,43.42,
2002,43.0,47.0,43.38,
2003,43.0,47.0,43.44,
2004,43.0,49.0,43.78,
2005,43.0,48.0,43.48,
2006,43.0,48.0,43.44,
2007,43.0,49.0,43.64,
2008,43.0,46.0,43.3,
2009,43.0,50.0,43.72,
2010,43.0,49.0,43.74,
2011,43.0,50.0,43.54,
2012,43.0,47.0,43.44,
2013,43.0,51.0,43.7,
2014,43.0,46.0,43.34,
2015,43.0,47.0,43.42,
2016,43.0,46.0,43.36,
2017,43.0,46.0,43.46,
2018,43.0,46.0,43.34,
2019,43.0,47.0,43.48,
2020,43.0,48.0,43.52,
2021,43.0,47.0,43.4,
2022,43.0,48.0,43.48,
2023,43.0,48.0,43.48,
2024,43.0,47.0,43.4,
2025,43.0,49.0,43.38,
2026,43.0,47.0,43.52,
2027,43.0,51.0,43.66,
2028,43.0,47.0,43.4,
2029,43.0,47.0,43.32,
2030,43.0,46.0,43.2,
2031,43.0,46.0,43.26,
2032,43.0,47.0,43.38,
2033,43.0,45.0,43.16,
2034,43.0,47.0,43.36,
2035,43.0,49.0,43.52,
2036,43.0,45.0,43.32,
2037,43.0,47.0,43.44,
2038,43.0,51.0,43.62,
2039,43.0,49.0,43.42,
2040,43.0,48.0,43.38,
2041,43.0,48.0,43.36,
2042,43.0,47.0,43.28,
2043,43.0,46.0,43.44,
2044,43.0,45.0,43.22,
2045,43.0,47.0,43.36,
2046,43.0,45.0,43.2,
2047,43.0,47.0,43.32,
2048,43.0,48.0,43.6,
2049,43.0,47.0,43.46,
2050,43.0,48.0,43.36,
2051,43.0,46.0,43.26,
2052,43.0,47.0,43.32,
2053,43.0,46.0,43.52,
2054,43.0,46.0,43.28,
2055,43.0,48.0,43.46,
2056,43.0,46.0,43.24,
2057,43.0,46.0,43.38,
2058,43.0,45.0,43.24,
2059,43.0,46.0,43.2,
2060,43.0,46.0,43.34,
2061,43.0,46.0,43.3,
2062,43.0,45.0,43.24,
2063,43.0,46.0,43.26,
2064,43.0,45.0,43.2,
2065,43.0,48.0,43.4,
2066,43.0,47.0,43.46,
2067,43.0,46.0,43.34,
2068,43.0,47.0,43.28,
2069,43.0,45.0,43.22,
2070,43.0,47.0,43.28,
2071,43.0,46.0,43.34,
2072,43.0,45.0,43.28,
2073,43.0,48.0,43.42,
2074,43.0,46.0,43.26,
2075,43.0,46.0,43.28,
2076,43.0,48.0,43.5,
2077,43.0,47.0,43.3,
2078,43.0,47.0,43.36,
2079,43.0,46.0,43.22,
2080,43.0,50.0,43.56,
2081,43.0,46.0,43.44,
2082,43.0,44.0,43.12,
2083,43.0,48.0,43.54,
2084,43.0,46.0,43.32,
2085,43.0,51.0,43.44,
2086,43.0,46.0,43.38,
2087,43.0,47.0,43.4,
2088,43.0,48.0,43.38,
2089,43.0,47.0,43.24,
2090,43.0,50.0,43.5,
2091,43.0,48.0,43.66,
2092,43.0,47.0,43.36,
2093,43.0,48.0,43.32,
2094,43.0,48.0,43.26,
2095,43.0,46.0,43.32,
2096,43.0,45.0,43.24,
2097,43.0,45.0,43.3,
2098,43.0,45.0,43.2,
2099,43.0,48.0,43.48,
2100,43.0,46.0,43.18,
2101,43.0,46.0,43.34,
2102,43.0,47.0,43.4,
2103,43.0,46.0,43.24,
2104,43.0,46.0,43.5,
2105,43.0,47.0,43.46,
2106,43.0,46.0,43.24,
2107,43.0,45.0,43.22,
2108,43.0,47.0,43.46,
2109,43.0,46.0,43.28,
2110,43.0,46.0,43.26,
2111,43.0,47.0,43.38,
2112,43.0,45.0,43.22,
2113,43.0,48.0,43.64,
2114,43.0,46.0,43.38,
2115,43.0,47.0,43.28,
2116,43.0,47.0,43.32,
2117,43.0,46.0,43.32,
2118,43.0,48.0,43.54,
2119,43.0,47.0,43.3,
2120,43.0,48.0,43.62,
2121,43.0,48.0,43.48,
2122,43.0,46.0,43.22,
2123,43.0,48.0,43.4,
2124,43.0,47.0,43.3,
2125,43.0,46.0,43.3,
2126,43.0,48.0,43.42,
2127,43.0,47.0,43.26,
2128,43.0,47.0,43.3,
2129,43.0,46.0,43.32,
2130,43.0,48.0,43.3,
2131,43.0,48.0,43.52,
2132,43.0,47.0,43.3,
2133,43.0,47.0,43.24,
2134,43.0,47.0,43.38,
2135,43.0,46.0,43.32,
2136,43.0,49.0,43.44,
2137,43.0,45.0,43.22,
2138,43.0,46.0,43.2,
2139,43.0,47.0,43.4,
2140,43.0,45.0,43.22,
2141,43.0,45.0,43.26,
2142,43.0,45.0,43.38,
2143,43.0,46.0,43.42,
2144,43.0,47.0,43.38,
2145,43.0,49.0,43.5,
2146,43.0,45.0,43.24,
2147,43.0,45.0,43.4,
2148,43.0,47.0,43.6,
2149,43.0,46.0,43.32,
2150,43.0,48.0,43.42,
2151,43.0,46.0,43.4,
2152,43.0,47.0,43.44,
2153,43.0,45.0,43.28,
2154,43.0,47.0,43.3,
2155,43.0,47.0,43.34,
2156,43.0,48.0,43.42,
2157,43.0,48.0,43.36,
2158,43.0,48.0,43.38,
2159,43.0,48.0,43.46,
2160,43.0,48.0,43.48,
2161,43.0,46.0,43.2,
2162,43.0,46.0,43.24,
2163,43.0,46.0,43.24,
2164,43.0,46.0,43.24,
2165,43.0,46.0,43.24,
2166,43.0,47.0,43.3,
2167,43.0,45.0,43.22,
2168,43.0,47.0,43.52,
2169,43.0,47.0,43.42,
2170,43.0,49.0,43.42,
2171,43.0,44.0,43.14,
2172,43.0,47.0,43.42,
2173,43.0,46.0,43.26,
2174,43.0,47.0,43.46,
2175,43.0,47.0,43.4,
2176,43.0,48.0,43.46,
2177,43.0,48.0,43.32,
2178,43.0,46.0,43.32,
2179,43.0,47.0,43.64,
2180,43.0,46.0,43.28,
2181,43.0,48.0,43.5,
2182,43.0,47.0,43.38,
2183,43.0,46.0,43.34,
2184,43.0,46.0,43.34,
2185,43.0,45.0,43.18,
2186,43.0,47.0,43.22,
2187,43.0,48.0,43.24,
2188,43.0,49.0,43.46,
2189,43.0,50.0,43.38,
2190,43.0,46.0,43.22,
2191,43.0,46.0,43.48,
2192,43.0,48.0,43.46,
2193,43.0,45.0,43.14,
2194,43.0,46.0,43.24,
2195,43.0,46.0,43.28,
2196,43.0,47.0,43.34,
2197,43.0,48.0,43.28,
2198,43.0,47.0,43.42,
2199,43.0,47.0,43.5,
2200,43.0,46.0,43.32,
2201,43.0,46.0,43.16,
2202,43.0,47.0,43.44,
2203,43.0,47.0,43.42,
2204,43.0,49.0,43.56,
2205,43.0,44.0,43.16,
2206,43.0,49.0,43.26,
2207,43.0,46.0,43.24,
2208,43.0,47.0,43.3,
2209,43.0,46.0,43.28,
2210,43.0,48.0,43.36,
2211,43.0,49.0,43.52,
2212,43.0,46.0,43.18,
2213,43.0,46.0,43.18,
2214,43.0,48.0,43.24,
2215,43.0,46.0,43.2,
2216,43.0,45.0,43.2,
2217,43.0,46.0,43.16,
2218,43.0,45.0,43.2,
2219,43.0,48.0,43.52,
2220,43.0,45.0,43.28,
2221,43.0,45.0,43.16,
2222,43.0,50.0,43.54,
2223,43.0,46.0,43.22,
2224,43.0,47.0,43.4,
2225,43.0,46.0,43.14,
2226,43.0,46.0,43.2,
2227,43.0,45.0,43.18,
2228,43.0,45.0,43.14,
2229,43.0,45.0,43.12,
2230,43.0,47.0,43.22,
2231,43.0,47.0,43.28,
2232,43.0,47.0,43.2,
2233,43.0,46.0,43.28,
2234,43.0,46.0,43.24,
2235,43.0,48.0,43.42,
2236,43.0,47.0,43.16,
2237,43.0,45.0,43.3,
2238,43.0,47.0,43.24,
2239,43.0,47.0,43.48,
2240,43.0,50.0,43.4,
2241,43.0,47.0,43.36,
2242,43.0,47.0,43.2,
2243,43.0,47.0,43.36,
2244,43.0,46.0,43.26,
2245,43.0,46.0,43.18,
2246,43.0,46.0,43.3,
2247,43.0,47.0,43.28,
2248,43.0,48.0,43.5,
2249,43.0,49.0,43.62,
2250,43.0,46.0,43.4,
2251,43.0,47.0,43.36,
2252,43.0,44.0,43.12,
2253,43.0,46.0,43.12,
2254,43.0,46.0,43.2,
2255,43.0,46.0,43.36,
2256,43.0,48.0,43.38,
2257,43.0,48.0,43.38,
2258,43.0,47.0,43.4,
2259,43.0,45.0,43.1,
2260,43.0,47.0,43.26,
2261,43.0,49.0,43.42,
2262,43.0,48.0,43.38,
2263,43.0,47.0,43.3,
2264,43.0,46.0,43.26,
2265,43.0,48.0,43.3,
2266,43.0,46.0,43.2,
2267,43.0,49.0,43.56,
2268,43.0,46.0,43.42,
2269,43.0,45.0,43.28,
2270,43.0,47.0,43.46,
2271,43.0,47.0,43.3,
2272,43.0,46.0,43.28,
2273,43.0,46.0,43.2,
2274,43.0,47.0,43.28,
2275,43.0,45.0,43.12,
2276,43.0,47.0,43.42,
2277,43.0,46.0,43.22,
2278,43.0,46.0,43.34,
2279,43.0,46.0,43.3,
2280,43.0,47.0,43.28,
2281,43.0,49.0,43.24,
2282,43.0,48.0,43.24,
2283,43.0,48.0,43.58,
2284,43.0,46.0,43.38,
2285,43.0,45.0,43.12,
2286,43.0,46.0,43.22,
2287,43.0,48.0,43.32,
2288,43.0,46.0,43.22,
2289,43.0,46.0,43.22,
2290,43.0,48.0,43.4,
2291,43.0,48.0,43.48,
2292,43.0,47.0,43.36,
2293,43.0,48.0,43.54,
2294,43.0,46.0,43.28,
2295,43.0,46.0,43.26,
2296,43.0,49.0,43.46,
2297,43.0,47.0,43.36,
2298,43.0,48.0,43.5,
2299,43.0,47.0,43.28,
2300,43.0,46.0,43.38,
2301,43.0,46.0,43.28,
2302,43.0,47.0,43.32,
2303,43.0,46.0,43.26,
2304,43.0,46.0,43.4,
2305,43.0,45.0,43.32,
2306,43.0,46.0,43.22,
2307,43.0,46.0,43.26,
2308,43.0,46.0,43.2,
2309,43.0,48.0,43.32,
2310,43.0,47.0,43.2,
2311,43.0,46.0,43.28,
2312,43.0,46.0,43.26,
2313,43.0,46.0,43.26,
2314,43.0,47.0,43.52,
2315,43.0,48.0,43.36,
2316,43.0,47.0,43.4,
2317,43.0,47.0,43.36,
2318,43.0,49.0,43.46,
2319,43.0,47.0,43.5,
2320,43.0,46.0,43.26,
2321,43.0,48.0,43.18,
2322,43.0,49.0,43.42,
2323,43.0,45.0,43.3,
2324,43.0,46.0,43.42,
2325,43.0,48.0,43.48,
2326,43.0,46.0,43.22,
2327,43.0,44.0,43.18,
2328,43.0,46.0,43.34,
2329,43.0,45.0,43.18,
2330,43.0,47.0,43.4,
2331,43.0,45.0,43.28,
2332,43.0,47.0,43.4,
2333,43.0,47.0,43.32,
2334,43.0,48.0,43.34,
2335,43.0,44.0,43.22,
2336,43.0,47.0,43.28,
2337,43.0,46.0,43.18,
2338,43.0,45.0,43.22,
2339,43.0,45.0,43.14,
2340,43.0,45.0,43.24,
2341,43.0,45.0,43.2,
2342,43.0,46.0,43.38,
2343,43.0,45.0,43.26,
2344,43.0,48.0,43.54,
2345,43.0,47.0,43.44,
2346,43.0,46.0,43.24,
2347,43.0,46.0,43.38,
2348,43.0,48.0,43.24,
2349,43.0,47.0,43.28,
2350,43.0,47.0,43.26,
2351,43.0,49.0,43.28,
2352,43.0,45.0,43.12,
2353,43.0,48.0,43.28,
2354,43.0,45.0,43.2,
2355,43.0,46.0,43.32,
2356,43.0,45.0,43.18,
2357,43.0,47.0,43.4,
2358,43.0,47.0,43.22,
2359,43.0,47.0,43.34,
2360,43.0,45.0,43.24,
2361,43.0,45.0,43.3,
2362,43.0,48.0,43.22,
2363,43.0,46.0,43.22,
2364,43.0,45.0,43.22,
2365,43.0,47.0,43.38,
2366,43.0,48.0,43.54,
2367,43.0,48.0,43.22,
2368,43.0,48.0,43.38,
2369,43.0,45.0,43.24,
2370,43.0,49.0,43.42,
2371,43.0,48.0,43.48,
2372,43.0,47.0,43.18,
2373,43.0,47.0,43.2,
2374,43.0,47.0,43.38,
2375,43.0,46.0,43.34,
2376,43.0,45.0,43.2,
2377,43.0,45.0,43.2,
2378,43.0,45.0,43.18,
2379,43.0,48.0,43.64,
2380,43.0,45.0,43.26,
2381,43.0,47.0,43.12,
2382,43.0,45.0,43.16,
2383,43.0,45.0,43.18,
2384,43.0,47.0,43.3,
2385,43.0,47.0,43.34,
2386,43.0,47.0,43.4,
2387,43.0,45.0,43.24,
2388,43.0,48.0,43.26,
2389,43.0,45.0,43.22,
2390,43.0,46.0,43.34,
2391,43.0,45.0,43.26,
2392,43.0,45.0,43.22,
2393,43.0,45.0,43.34,
2394,43.0,46.0,43.32,
2395,43.0,46.0,43.2,
2396,43.0,44.0,43.12,
2397,43.0,47.0,43.58,
2398,43.0,47.0,43.24,
2399,43.0,45.0,43.24,
2400,43.0,46.0,43.12,
2401,43.0,48.0,43.56,
2402,43.0,46.0,43.48,
2403,43.0,47.0,43.38,
2404,43.0,48.0,43.38,
2405,43.0,45.0,43.16,
2406,43.0,45.0,43.18,
2407,43.0,47.0,43.28,
2408,43.0,47.0,43.26,
2409,43.0,47.0,43.44,
2410,43.0,48.0,43.26,
2411,43.0,47.0,43.24,
2412,43.0,49.0,43.54,
2413,43.0,48.0,43.3,
2414,43.0,45.0,43.18,
2415,43.0,46.0,43.26,
2416,43.0,47.0,43.3,
2417,43.0,47.0,43.24,
2418,43.0,47.0,43.28,
2419,43.0,47.0,43.26,
2420,43.0,44.0,43.02,
2421,43.0,47.0,43.28,
2422,43.0,47.0,43.28,
2423,43.0,47.0,43.22,
2424,43.0,45.0,43.3,
2425,43.0,45.0,43.22,
2426,43.0,45.0,43.2,
2427,43.0,47.0,43.48,
2428,43.0,46.0,43.28,
2429,43.0,47.0,43.14,
2430,43.0,46.0,43.24,
2431,43.0,46.0,43.2,
2432,43.0,46.0,43.18,
2433,43.0,45.0,43.26,
2434,43.0,47.0,43.22,
2435,43.0,45.0,43.16,
2436,43.0,47.0,43.22,
2437,43.0,45.0,43.14,
2438,43.0,45.0,43.08,
2439,43.0,46.0,43.24,
2440,43.0,47.0,43.26,
2441,43.0,47.0,43.3,
2442,43.0,47.0,43.24,
2443,43.0,47.0,43.32,
2444,43.0,47.0,43.26,
2445,43.0,45.0,43.12,
2446,43.0,48.0,43.24,
2447,43.0,45.0,43.16,
2448,43.0,46.0,43.32,
2449,43.0,46.0,43.16,
2450,43.0,47.0,43.34,
2451,43.0,45.0,43.14,
2452,43.0,49.0,43.36,
2453,43.0,46.0,43.2,
2454,43.0,45.0,43.12,
2455,43.0,47.0,43.24,
2456,43.0,47.0,43.26,
2457,43.0,49.0,43.32,
2458,43.0,47.0,43.2,
2459,43.0,45.0,43.08,
2460,43.0,45.0,43.14,
2461,43.0,45.0,43.26,
2462,43.0,45.0,43.18,
2463,43.0,45.0,43.24,
2464,43.0,45.0,43.24,
2465,43.0,44.0,43.1,
2466,43.0,45.0,43.18,
2467,43.0,45.0,43.24,
2468,43.0,47.0,43.36,
2469,43.0,45.0,43.16,
2470,43.0,45.0,43.16,
2471,43.0,48.0,43.3,
2472,43.0,44.0,43.12,
2473,43.0,45.0,43.28,
2474,43.0,45.0,43.18,
2475,43.0,46.0,43.18,
2476,43.0,50.0,43.26,
2477,43.0,45.0,43.14,
2478,43.0,47.0,43.24,
2479,43.0,45.0,43.22,
2480,43.0,45.0,43.12,
2481,43.0,45.0,43.08,
2482,43.0,44.0,43.02,
2483,43.0,46.0,43.24,
2484,43.0,45.0,43.14,
2485,43.0,46.0,43.26,
2486,43.0,44.0,43.1,
2487,43.0,46.0,43.22,
2488,43.0,45.0,43.16,
2489,43.0,47.0,43.36,
2490,43.0,46.0,43.2,
2491,43.0,51.0,43.42,
2492,43.0,48.0,43.36,
2493,43.0,46.0,43.16,
2494,43.0,46.0,43.34,
2495,43.0,46.0,43.22,
2496,43.0,45.0,43.26,
2497,43.0,46.0,43.24,
2498,43.0,46.0,43.26,
2499,43.0,48.0,43.3,
2500,43.0,46.0,43.32,
2501,43.0,45.0,43.12,
2502,43.0,46.0,43.22,
2503,43.0,45.0,43.14,
2504,43.0,45.0,43.32,
2505,43.0,44.0,43.08,
2506,43.0,47.0,43.18,
2507,43.0,44.0,43.1,
2508,43.0,47.0,43.24,
2509,43.0,47.0,43.26,
2510,43.0,44.0,43.04,
2511,43.0,46.0,43.12,
2512,43.0,46.0,43.14,
2513,43.0,45.0,43.12,
2514,43.0,45.0,43.12,
2515,43.0,48.0,43.2,
2516,43.0,44.0,43.1,
2517,43.0,46.0,43.32,
2518,43.0,44.0,43.1,
2519,43.0,46.0,43.14,
2520,43.0,47.0,43.14,
2521,43.0,45.0,43.08,
2522,43.0,44.0,43.14,
2523,43.0,47.0,43.3,
2524,43.0,45.0,43.16,
2525,43.0,46.0,43.14,
2526,43.0,45.0,43.18,
2527,43.0,44.0,43.02,
2528,43.0,45.0,43.12,
2529,43.0,49.0,43.4,
2530,43.0,46.0,43.16,
2531,43.0,46.0,43.2,
2532,43.0,45.0,43.18,
2533,43.0,45.0,43.2,
2534,43.0,46.0,43.2,
2535,43.0,47.0,43.32,
2536,43.0,46.0,43.24,
2537,43.0,47.0,43.3,
2538,43.0,49.0,43.24,
2539,43.0,46.0,43.2,
2540,43.0,45.0,43.08,
2541,43.0,47.0,43.3,
2542,43.0,45.0,43.24,
2543,43.0,47.0,43.18,
2544,43.0,46.0,43.24,
2545,43.0,47.0,43.24,
2546,43.0,44.0,43.04,
2547,43.0,45.0,43.22,
2548,43.0,45.0,43.14,
2549,43.0,45.0,43.16,
2550,43.0,45.0,43.14,
2551,43.0,46.0,43.18,
2552,43.0,45.0,43.08,
2553,43.0,44.0,43.14,
2554,43.0,47.0,43.16,
2555,43.0,46.0,43.16,
2556,43.0,45.0,43.14,
2557,43.0,47.0,43.26,
2558,43.0,47.0,43.22,
2559,43.0,47.0,43.28,
2560,43.0,48.0,43.3,
2561,43.0,45.0,43.08,
2562,43.0,46.0,43.2,
2563,43.0,46.0,43.34,
2564,43.0,46.0,43.2,
2565,43.0,47.0,43.2,
2566,43.0,47.0,43.24,
2567,43.0,47.0,43.22,
2568,43.0,47.0,43.3,
2569,43.0,45.0,43.18,
2570,43.0,46.0,43.2,
2571,43.0,48.0,43.32,
2572,43.0,48.0,43.38,
2573,43.0,44.0,43.04,
2574,43.0,46.0,43.18,
2575,43.0,45.0,43.1,
2576,43.0,45.0,43.14,
2577,43.0,46.0,43.16,
2578,43.0,47.0,43.26,
2579,43.0,47.0,43.3,
2580,43.0,47.0,43.32,
2581,43.0,45.0,43.12,
2582,43.0,46.0,43.2,
2583,43.0,47.0,43.3,
2584,43.0,44.0,43.02,
2585,43.0,44.0,43.06,
2586,43.0,44.0,43.04,
2587,43.0,45.0,43.14,
2588,43.0,46.0,43.1,
2589,43.0,45.0,43.08,
2590,43.0,49.0,43.34,
2591,43.0,45.0,43.18,
2592,43.0,45.0,43.14,
2593,43.0,45.0,43.08,
2594,43.0,47.0,43.26,
2595,43.0,47.0,43.2,
2596,43.0,46.0,43.2,
2597,43.0,46.0,43.08,
2598,43.0,47.0,43.34,
2599,43.0,47.0,43.14,
2600,43.0,46.0,43.2,
2601,43.0,45.0,43.08,
2602,43.0,47.0,43.22,
2603,43.0,45.0,43.14,
2604,43.0,46.0,43.24,
2605,43.0,46.0,43.1,
2606,43.0,44.0,43.14,
2607,43.0,45.0,43.26,
2608,43.0,47.0,43.34,
2609,43.0,47.0,43.3,
2610,43.0,46.0,43.22,
2611,43.0,47.0,43.24,
2612,43.0,46.0,43.12,
2613,43.0,44.0,43.08,
2614,43.0,45.0,43.12,
2615,43.0,48.0,43.3,
2616,43.0,47.0,43.18,
2617,43.0,47.0,43.38,
2618,43.0,46.0,43.14,
2619,43.0,47.0,43.34,
2620,43.0,47.0,43.18,
2621,43.0,46.0,43.2,
2622,43.0,45.0,43.16,
2623,43.0,45.0,43.18,
2624,43.0,45.0,43.24,
2625,43.0,48.0,43.22,
2626,43.0,47.0,43.22,
2627,43.0,45.0,43.16,
2628,43.0,46.0,43.32,
2629,43.0,45.0,43.14,
2630,43.0,45.0,43.12,
2631,43.0,47.0,43.26,
2632,43.0,47.0,43.32,
2633,43.0,45.0,43.08,
2634,43.0,47.0,43.38,
2635,43.0,45.0,43.08,
2636,43.0,47.0,43.2,
2637,43.0,47.0,43.12,
2638,43.0,47.0,43.22,
2639,43.0,46.0,43.18,
2640,43.0,46.0,43.16,
2641,43.0,47.0,43.16,
2642,43.0,47.0,43.36,
2643,43.0,46.0,43.1,
2644,43.0,47.0,43.36,
2645,43.0,46.0,43.18,
2646,43.0,48.0,43.18,
2647,43.0,46.0,43.32,
2648,43.0,47.0,43.32,
2649,43.0,46.0,43.4,
2650,43.0,47.0,43.18,
2651,43.0,47.0,43.1,
2652,43.0,45.0,43.16,
2653,43.0,46.0,43.12,
2654,43.0,45.0,43.12,
2655,43.0,46.0,43.24,
2656,43.0,48.0,43.22,
2657,43.0,46.0,43.18,
2658,43.0,46.0,43.18,
2659,43.0,47.0,43.34,
2660,43.0,47.0,43.36,
2661,43.0,50.0,43.4,
2662,43.0,47.0,43.16,
2663,43.0,45.0,43.12,
