Machine= 5,Job= 5,Task= 12,Ant= 50,
K, Best, Bad , Average
4408,43.0,44.0,43.04,
4409,43.0,43.0,43.0,
4410,43.0,43.0,43.0,
4411,43.0,43.0,43.0,
4412,43.0,43.0,43.0,
4413,43.0,43.0,43.0,
4414,43.0,44.0,43.02,
4415,43.0,43.0,43.0,
4416,43.0,43.0,43.0,
4417,43.0,44.0,43.02,
4418,43.0,43.0,43.0,
4419,43.0,43.0,43.0,
4420,43.0,43.0,43.0,
4421,43.0,43.0,43.0,
4422,43.0,43.0,43.0,
4423,43.0,43.0,43.0,
4424,43.0,43.0,43.0,
4425,43.0,44.0,43.02,
4426,43.0,43.0,43.0,
4427,43.0,43.0,43.0,
4428,43.0,43.0,43.0,
4429,43.0,43.0,43.0,
4430,43.0,43.0,43.0,
4431,43.0,43.0,43.0,
4432,43.0,43.0,43.0,
4433,43.0,43.0,43.0,
4434,43.0,43.0,43.0,
4435,43.0,44.0,43.02,
4436,43.0,43.0,43.0,
4437,43.0,43.0,43.0,
4438,43.0,44.0,43.02,
4439,43.0,43.0,43.0,
4440,43.0,43.0,43.0,
4441,43.0,43.0,43.0,
4442,43.0,43.0,43.0,
4443,43.0,43.0,43.0,
4444,43.0,43.0,43.0,
4445,43.0,43.0,43.0,
4446,43.0,43.0,43.0,
4447,43.0,43.0,43.0,
4448,43.0,43.0,43.0,
4449,43.0,43.0,43.0,
4450,43.0,43.0,43.0,
4451,43.0,43.0,43.0,
4452,43.0,43.0,43.0,
4453,43.0,43.0,43.0,
4454,43.0,43.0,43.0,
4455,43.0,43.0,43.0,
4456,43.0,43.0,43.0,
4457,43.0,43.0,43.0,
4458,43.0,43.0,43.0,
4459,43.0,43.0,43.0,
4460,43.0,43.0,43.0,
4461,43.0,43.0,43.0,
4462,43.0,43.0,43.0,
4463,43.0,43.0,43.0,
4464,43.0,43.0,43.0,
4465,43.0,43.0,43.0,
4466,43.0,43.0,43.0,
4467,43.0,43.0,43.0,
4468,43.0,43.0,43.0,
4469,43.0,43.0,43.0,
4470,43.0,43.0,43.0,
4471,43.0,44.0,43.02,
4472,43.0,43.0,43.0,
4473,43.0,43.0,43.0,
4474,43.0,43.0,43.0,
4475,43.0,43.0,43.0,
4476,43.0,43.0,43.0,
4477,43.0,43.0,43.0,
4478,43.0,43.0,43.0,
4479,43.0,43.0,43.0,
4480,43.0,43.0,43.0,
4481,43.0,43.0,43.0,
4482,43.0,43.0,43.0,
4483,43.0,43.0,43.0,
4484,43.0,43.0,43.0,
4485,43.0,43.0,43.0,
4486,43.0,43.0,43.0,
4487,43.0,43.0,43.0,
4488,43.0,43.0,43.0,
4489,43.0,43.0,43.0,
4490,43.0,43.0,43.0,
4491,43.0,43.0,43.0,
4492,43.0,43.0,43.0,
4493,43.0,43.0,43.0,
4494,43.0,43.0,43.0,
4495,43.0,43.0,43.0,
4496,43.0,43.0,43.0,
4497,43.0,43.0,43.0,
4498,43.0,43.0,43.0,
4499,43.0,43.0,43.0,
4500,43.0,43.0,43.0,
4501,43.0,43.0,43.0,
4502,43.0,43.0,43.0,
4503,43.0,43.0,43.0,
4504,43.0,43.0,43.0,
4505,43.0,43.0,43.0,
4506,43.0,43.0,43.0,
4507,43.0,43.0,43.0,
4508,43.0,44.0,43.02,
4509,43.0,43.0,43.0,
4510,43.0,43.0,43.0,
4511,43.0,43.0,43.0,
4512,43.0,43.0,43.0,
4513,43.0,43.0,43.0,
4514,43.0,43.0,43.0,
4515,43.0,43.0,43.0,
4516,43.0,43.0,43.0,
4517,43.0,43.0,43.0,
4518,43.0,43.0,43.0,
4519,43.0,43.0,43.0,
4520,43.0,43.0,43.0,
4521,43.0,43.0,43.0,
4522,43.0,43.0,43.0,
4523,43.0,43.0,43.0,
4524,43.0,43.0,43.0,
4525,43.0,43.0,43.0,
4526,43.0,43.0,43.0,
4527,43.0,44.0,43.02,
4528,43.0,43.0,43.0,
4529,43.0,43.0,43.0,
4530,43.0,43.0,43.0,
4531,43.0,43.0,43.0,
4532,43.0,43.0,43.0,
4533,43.0,43.0,43.0,
4534,43.0,43.0,43.0,
4535,43.0,43.0,43.0,
4536,43.0,43.0,43.0,
4537,43.0,43.0,43.0,
4538,43.0,43.0,43.0,
4539,43.0,43.0,43.0,
4540,43.0,43.0,43.0,
4541,43.0,43.0,43.0,
4542,43.0,43.0,43.0,
4543,43.0,43.0,43.0,
4544,43.0,43.0,43.0,
4545,43.0,43.0,43.0,
4546,43.0,43.0,43.0,
4547,43.0,43.0,43.0,
4548,43.0,43.0,43.0,
4549,43.0,43.0,43.0,
4550,43.0,43.0,43.0,
4551,43.0,43.0,43.0,
4552,43.0,43.0,43.0,
4553,43.0,43.0,43.0,
4554,43.0,43.0,43.0,
4555,43.0,43.0,43.0,
4556,43.0,43.0,43.0,
4557,43.0,43.0,43.0,
4558,43.0,43.0,43.0,
4559,43.0,43.0,43.0,
4560,43.0,43.0,43.0,
4561,43.0,43.0,43.0,
4562,43.0,43.0,43.0,
4563,43.0,43.0,43.0,
4564,43.0,43.0,43.0,
4565,43.0,43.0,43.0,
4566,43.0,43.0,43.0,
4567,43.0,43.0,43.0,
4568,43.0,43.0,43.0,
4569,43.0,43.0,43.0,
4570,43.0,43.0,43.0,
4571,43.0,43.0,43.0,
4572,43.0,43.0,43.0,
4573,43.0,43.0,43.0,
4574,43.0,43.0,43.0,
4575,43.0,43.0,43.0,
4576,43.0,43.0,43.0,
4577,43.0,43.0,43.0,
4578,43.0,43.0,43.0,
4579,43.0,43.0,43.0,
4580,43.0,43.0,43.0,
4581,43.0,43.0,43.0,
4582,43.0,43.0,43.0,
4583,43.0,43.0,43.0,
4584,43.0,43.0,43.0,
4585,43.0,43.0,43.0,
4586,43.0,43.0,43.0,
4587,43.0,43.0,43.0,
4588,43.0,43.0,43.0,
4589,43.0,43.0,43.0,
4590,43.0,43.0,43.0,
4591,43.0,43.0,43.0,
4592,43.0,43.0,43.0,
4593,43.0,43.0,43.0,
4594,43.0,43.0,43.0,
4595,43.0,43.0,43.0,
4596,43.0,43.0,43.0,
4597,43.0,43.0,43.0,
4598,43.0,43.0,43.0,
4599,43.0,43.0,43.0,
4600,43.0,43.0,43.0,
4601,43.0,43.0,43.0,
4602,43.0,43.0,43.0,
4603,43.0,43.0,43.0,
4604,43.0,43.0,43.0,
4605,43.0,43.0,43.0,
4606,43.0,43.0,43.0,
4607,43.0,43.0,43.0,
4608,43.0,43.0,43.0,
4609,43.0,43.0,43.0,
4610,43.0,43.0,43.0,
4611,43.0,43.0,43.0,
4612,43.0,43.0,43.0,
4613,43.0,43.0,43.0,
4614,43.0,43.0,43.0,
4615,43.0,43.0,43.0,
4616,43.0,43.0,43.0,
4617,43.0,43.0,43.0,
4618,43.0,43.0,43.0,
4619,43.0,43.0,43.0,
4620,43.0,43.0,43.0,
4621,43.0,43.0,43.0,
4622,43.0,43.0,43.0,
4623,43.0,43.0,43.0,
4624,43.0,44.0,43.02,
4625,43.0,43.0,43.0,
4626,43.0,43.0,43.0,
4627,43.0,43.0,43.0,
4628,43.0,43.0,43.0,
4629,43.0,43.0,43.0,
4630,43.0,43.0,43.0,
4631,43.0,43.0,43.0,
4632,43.0,43.0,43.0,
4633,43.0,43.0,43.0,
4634,43.0,43.0,43.0,
4635,43.0,43.0,43.0,
4636,43.0,43.0,43.0,
4637,43.0,43.0,43.0,
4638,43.0,43.0,43.0,
4639,43.0,43.0,43.0,
4640,43.0,43.0,43.0,
4641,43.0,43.0,43.0,
4642,43.0,43.0,43.0,
4643,43.0,43.0,43.0,
4644,43.0,43.0,43.0,
4645,43.0,43.0,43.0,
4646,43.0,43.0,43.0,
4647,43.0,43.0,43.0,
4648,43.0,43.0,43.0,
4649,43.0,44.0,43.02,
4650,43.0,43.0,43.0,
4651,43.0,43.0,43.0,
4652,43.0,43.0,43.0,
4653,43.0,43.0,43.0,
4654,43.0,43.0,43.0,
4655,43.0,43.0,43.0,
4656,43.0,43.0,43.0,
4657,43.0,43.0,43.0,
4658,43.0,43.0,43.0,
4659,43.0,43.0,43.0,
4660,43.0,43.0,43.0,
4661,43.0,43.0,43.0,
4662,43.0,43.0,43.0,
4663,43.0,43.0,43.0,
4664,43.0,43.0,43.0,
4665,43.0,43.0,43.0,
4666,43.0,43.0,43.0,
4667,43.0,43.0,43.0,
4668,43.0,43.0,43.0,
4669,43.0,43.0,43.0,
4670,43.0,43.0,43.0,
4671,43.0,43.0,43.0,
4672,43.0,43.0,43.0,
4673,43.0,43.0,43.0,
4674,43.0,43.0,43.0,
4675,43.0,43.0,43.0,
4676,43.0,43.0,43.0,
4677,43.0,43.0,43.0,
4678,43.0,43.0,43.0,
4679,43.0,43.0,43.0,
4680,43.0,43.0,43.0,
4681,43.0,43.0,43.0,
4682,43.0,43.0,43.0,
4683,43.0,43.0,43.0,
4684,43.0,43.0,43.0,
4685,43.0,43.0,43.0,
4686,43.0,43.0,43.0,
4687,43.0,43.0,43.0,
4688,43.0,43.0,43.0,
4689,43.0,43.0,43.0,
4690,43.0,43.0,43.0,
4691,43.0,43.0,43.0,
4692,43.0,43.0,43.0,
4693,43.0,43.0,43.0,
4694,43.0,43.0,43.0,
4695,43.0,43.0,43.0,
4696,43.0,43.0,43.0,
4697,43.0,43.0,43.0,
4698,43.0,43.0,43.0,
4699,43.0,43.0,43.0,
4700,43.0,43.0,43.0,
4701,43.0,43.0,43.0,
4702,43.0,43.0,43.0,
4703,43.0,43.0,43.0,
4704,43.0,43.0,43.0,
4705,43.0,43.0,43.0,
4706,43.0,43.0,43.0,
4707,43.0,43.0,43.0,
4708,43.0,43.0,43.0,
4709,43.0,43.0,43.0,
4710,43.0,43.0,43.0,
4711,43.0,43.0,43.0,
4712,43.0,43.0,43.0,
4713,43.0,43.0,43.0,
4714,43.0,43.0,43.0,
4715,43.0,43.0,43.0,
4716,43.0,43.0,43.0,
4717,43.0,43.0,43.0,
4718,43.0,43.0,43.0,
4719,43.0,43.0,43.0,
4720,43.0,43.0,43.0,
4721,43.0,43.0,43.0,
4722,43.0,43.0,43.0,
4723,43.0,43.0,43.0,
4724,43.0,43.0,43.0,
4725,43.0,43.0,43.0,
4726,43.0,43.0,43.0,
4727,43.0,43.0,43.0,
4728,43.0,43.0,43.0,
4729,43.0,43.0,43.0,
4730,43.0,43.0,43.0,
4731,43.0,43.0,43.0,
4732,43.0,43.0,43.0,
4733,43.0,43.0,43.0,
4734,43.0,43.0,43.0,
4735,43.0,43.0,43.0,
4736,43.0,43.0,43.0,
4737,43.0,43.0,43.0,
4738,43.0,43.0,43.0,
4739,43.0,43.0,43.0,
4740,43.0,43.0,43.0,
4741,43.0,43.0,43.0,
4742,43.0,43.0,43.0,
4743,43.0,43.0,43.0,
4744,43.0,43.0,43.0,
4745,43.0,43.0,43.0,
4746,43.0,43.0,43.0,
4747,43.0,43.0,43.0,
4748,43.0,43.0,43.0,
4749,43.0,43.0,43.0,
4750,43.0,43.0,43.0,
4751,43.0,43.0,43.0,
4752,43.0,43.0,43.0,
4753,43.0,43.0,43.0,
4754,43.0,43.0,43.0,
4755,43.0,43.0,43.0,
4756,43.0,43.0,43.0,
4757,43.0,43.0,43.0,
4758,43.0,43.0,43.0,
4759,43.0,43.0,43.0,
4760,43.0,43.0,43.0,
4761,43.0,43.0,43.0,
4762,43.0,43.0,43.0,
4763,43.0,43.0,43.0,
4764,43.0,43.0,43.0,
4765,43.0,43.0,43.0,
4766,43.0,43.0,43.0,
4767,43.0,43.0,43.0,
4768,43.0,43.0,43.0,
4769,43.0,43.0,43.0,
4770,43.0,43.0,43.0,
4771,43.0,43.0,43.0,
4772,43.0,43.0,43.0,
4773,43.0,43.0,43.0,
4774,43.0,43.0,43.0,
4775,43.0,43.0,43.0,
4776,43.0,43.0,43.0,
4777,43.0,43.0,43.0,
4778,43.0,43.0,43.0,
4779,43.0,43.0,43.0,
4780,43.0,43.0,43.0,
4781,43.0,43.0,43.0,
4782,43.0,43.0,43.0,
4783,43.0,43.0,43.0,
4784,43.0,43.0,43.0,
4785,43.0,43.0,43.0,
4786,43.0,43.0,43.0,
4787,43.0,43.0,43.0,
4788,43.0,43.0,43.0,
4789,43.0,43.0,43.0,
4790,43.0,43.0,43.0,
4791,43.0,43.0,43.0,
4792,43.0,43.0,43.0,
4793,43.0,43.0,43.0,
4794,43.0,43.0,43.0,
4795,43.0,43.0,43.0,
4796,43.0,43.0,43.0,
4797,43.0,43.0,43.0,
4798,43.0,43.0,43.0,
4799,43.0,43.0,43.0,
4800,43.0,43.0,43.0,
4801,43.0,43.0,43.0,
4802,43.0,43.0,43.0,
4803,43.0,43.0,43.0,
4804,43.0,43.0,43.0,
4805,43.0,43.0,43.0,
4806,43.0,43.0,43.0,
4807,43.0,43.0,43.0,
4808,43.0,43.0,43.0,
4809,43.0,43.0,43.0,
4810,43.0,43.0,43.0,
4811,43.0,43.0,43.0,
4812,43.0,43.0,43.0,
4813,43.0,43.0,43.0,
4814,43.0,43.0,43.0,
4815,43.0,43.0,43.0,
4816,43.0,43.0,43.0,
4817,43.0,43.0,43.0,
4818,43.0,43.0,43.0,
4819,43.0,43.0,43.0,
4820,43.0,43.0,43.0,
4821,43.0,43.0,43.0,
4822,43.0,43.0,43.0,
4823,43.0,43.0,43.0,
4824,43.0,43.0,43.0,
4825,43.0,43.0,43.0,
4826,43.0,43.0,43.0,
4827,43.0,43.0,43.0,
4828,43.0,43.0,43.0,
4829,43.0,43.0,43.0,
4830,43.0,43.0,43.0,
4831,43.0,43.0,43.0,
4832,43.0,43.0,43.0,
4833,43.0,43.0,43.0,
4834,43.0,43.0,43.0,
4835,43.0,43.0,43.0,
4836,43.0,43.0,43.0,
4837,43.0,43.0,43.0,
4838,43.0,43.0,43.0,
4839,43.0,43.0,43.0,
4840,43.0,43.0,43.0,
4841,43.0,43.0,43.0,
4842,43.0,43.0,43.0,
4843,43.0,43.0,43.0,
4844,43.0,43.0,43.0,
4845,43.0,43.0,43.0,
4846,43.0,43.0,43.0,
4847,43.0,43.0,43.0,
4848,43.0,43.0,43.0,
4849,43.0,43.0,43.0,
4850,43.0,43.0,43.0,
4851,43.0,43.0,43.0,
4852,43.0,43.0,43.0,
4853,43.0,43.0,43.0,
4854,43.0,43.0,43.0,
4855,43.0,43.0,43.0,
4856,43.0,43.0,43.0,
4857,43.0,43.0,43.0,
4858,43.0,43.0,43.0,
4859,43.0,43.0,43.0,
4860,43.0,43.0,43.0,
4861,43.0,43.0,43.0,
4862,43.0,43.0,43.0,
4863,43.0,43.0,43.0,
4864,43.0,43.0,43.0,
4865,43.0,43.0,43.0,
4866,43.0,43.0,43.0,
4867,43.0,43.0,43.0,
4868,43.0,43.0,43.0,
4869,43.0,43.0,43.0,
4870,43.0,43.0,43.0,
4871,43.0,43.0,43.0,
4872,43.0,43.0,43.0,
4873,43.0,43.0,43.0,
4874,43.0,43.0,43.0,
4875,43.0,43.0,43.0,
4876,43.0,43.0,43.0,
4877,43.0,43.0,43.0,
4878,43.0,43.0,43.0,
4879,43.0,43.0,43.0,
4880,43.0,43.0,43.0,
4881,43.0,43.0,43.0,
4882,43.0,43.0,43.0,
4883,43.0,43.0,43.0,
4884,43.0,43.0,43.0,
4885,43.0,43.0,43.0,
4886,43.0,43.0,43.0,
4887,43.0,43.0,43.0,
4888,43.0,43.0,43.0,
4889,43.0,43.0,43.0,
4890,43.0,43.0,43.0,
4891,43.0,43.0,43.0,
4892,43.0,43.0,43.0,
4893,43.0,43.0,43.0,
4894,43.0,43.0,43.0,
4895,43.0,43.0,43.0,
4896,43.0,43.0,43.0,
4897,43.0,43.0,43.0,
4898,43.0,43.0,43.0,
4899,43.0,43.0,43.0,
4900,43.0,43.0,43.0,
4901,43.0,43.0,43.0,
4902,43.0,43.0,43.0,
4903,43.0,43.0,43.0,
4904,43.0,43.0,43.0,
4905,43.0,43.0,43.0,
4906,43.0,43.0,43.0,
4907,43.0,43.0,43.0,
4908,43.0,43.0,43.0,
4909,43.0,43.0,43.0,
4910,43.0,43.0,43.0,
4911,43.0,43.0,43.0,
4912,43.0,43.0,43.0,
4913,43.0,43.0,43.0,
4914,43.0,43.0,43.0,
4915,43.0,43.0,43.0,
4916,43.0,43.0,43.0,
4917,43.0,43.0,43.0,
4918,43.0,43.0,43.0,
4919,43.0,43.0,43.0,
4920,43.0,43.0,43.0,
4921,43.0,43.0,43.0,
4922,43.0,43.0,43.0,
4923,43.0,43.0,43.0,
4924,43.0,43.0,43.0,
4925,43.0,43.0,43.0,
4926,43.0,43.0,43.0,
4927,43.0,43.0,43.0,
4928,43.0,43.0,43.0,
4929,43.0,43.0,43.0,
4930,43.0,43.0,43.0,
4931,43.0,43.0,43.0,
4932,43.0,43.0,43.0,
4933,43.0,43.0,43.0,
4934,43.0,43.0,43.0,
4935,43.0,43.0,43.0,
4936,43.0,43.0,43.0,
4937,43.0,43.0,43.0,
4938,43.0,43.0,43.0,
4939,43.0,43.0,43.0,
4940,43.0,43.0,43.0,
4941,43.0,43.0,43.0,
4942,43.0,43.0,43.0,
4943,43.0,43.0,43.0,
4944,43.0,43.0,43.0,
4945,43.0,43.0,43.0,
4946,43.0,43.0,43.0,
4947,43.0,43.0,43.0,
4948,43.0,43.0,43.0,
4949,43.0,43.0,43.0,
4950,43.0,43.0,43.0,
4951,43.0,43.0,43.0,
4952,43.0,43.0,43.0,
4953,43.0,43.0,43.0,
4954,43.0,43.0,43.0,
4955,43.0,43.0,43.0,
4956,43.0,43.0,43.0,
4957,43.0,43.0,43.0,
4958,43.0,43.0,43.0,
4959,43.0,43.0,43.0,
4960,43.0,43.0,43.0,
4961,43.0,43.0,43.0,
4962,43.0,43.0,43.0,
4963,43.0,43.0,43.0,
4964,43.0,43.0,43.0,
4965,43.0,43.0,43.0,
4966,43.0,43.0,43.0,
4967,43.0,43.0,43.0,
4968,43.0,43.0,43.0,
4969,43.0,43.0,43.0,
4970,43.0,43.0,43.0,
4971,43.0,43.0,43.0,
4972,43.0,43.0,43.0,
4973,43.0,43.0,43.0,
4974,43.0,43.0,43.0,
4975,43.0,43.0,43.0,
4976,43.0,43.0,43.0,
4977,43.0,43.0,43.0,
4978,43.0,43.0,43.0,
4979,43.0,43.0,43.0,
4980,43.0,43.0,43.0,
4981,43.0,43.0,43.0,
4982,43.0,43.0,43.0,
4983,43.0,43.0,43.0,
4984,43.0,43.0,43.0,
4985,43.0,43.0,43.0,
4986,43.0,43.0,43.0,
4987,43.0,43.0,43.0,
4988,43.0,43.0,43.0,
4989,43.0,43.0,43.0,
4990,43.0,43.0,43.0,
4991,43.0,43.0,43.0,
4992,43.0,43.0,43.0,
4993,43.0,43.0,43.0,
4994,43.0,43.0,43.0,
4995,43.0,43.0,43.0,
4996,43.0,43.0,43.0,
4997,43.0,43.0,43.0,
4998,43.0,43.0,43.0,
4999,43.0,43.0,43.0,
5000,43.0,43.0,43.0,
5001,43.0,43.0,43.0,
5002,43.0,43.0,43.0,
5003,43.0,43.0,43.0,
5004,43.0,43.0,43.0,
5005,43.0,43.0,43.0,
5006,43.0,43.0,43.0,
5007,43.0,43.0,43.0,
5008,43.0,43.0,43.0,
5009,43.0,43.0,43.0,
5010,43.0,43.0,43.0,
5011,43.0,43.0,43.0,
5012,43.0,43.0,43.0,
5013,43.0,43.0,43.0,
5014,43.0,43.0,43.0,
5015,43.0,43.0,43.0,
5016,43.0,43.0,43.0,
5017,43.0,43.0,43.0,
5018,43.0,43.0,43.0,
5019,43.0,43.0,43.0,
5020,43.0,43.0,43.0,
5021,43.0,43.0,43.0,
5022,43.0,43.0,43.0,
5023,43.0,43.0,43.0,
5024,43.0,43.0,43.0,
5025,43.0,43.0,43.0,
5026,43.0,43.0,43.0,
5027,43.0,43.0,43.0,
5028,43.0,43.0,43.0,
5029,43.0,43.0,43.0,
5030,43.0,43.0,43.0,
5031,43.0,43.0,43.0,
5032,43.0,43.0,43.0,
5033,43.0,43.0,43.0,
5034,43.0,43.0,43.0,
5035,43.0,43.0,43.0,
5036,43.0,43.0,43.0,
5037,43.0,43.0,43.0,
5038,43.0,43.0,43.0,
5039,43.0,43.0,43.0,
5040,43.0,43.0,43.0,
5041,43.0,43.0,43.0,
5042,43.0,43.0,43.0,
5043,43.0,43.0,43.0,
5044,43.0,43.0,43.0,
5045,43.0,43.0,43.0,
5046,43.0,43.0,43.0,
5047,43.0,43.0,43.0,
5048,43.0,43.0,43.0,
5049,43.0,43.0,43.0,
5050,43.0,43.0,43.0,
5051,43.0,43.0,43.0,
5052,43.0,43.0,43.0,
5053,43.0,43.0,43.0,
5054,43.0,43.0,43.0,
5055,43.0,43.0,43.0,
5056,43.0,43.0,43.0,
5057,43.0,43.0,43.0,
5058,43.0,43.0,43.0,
5059,43.0,43.0,43.0,
5060,43.0,43.0,43.0,
5061,43.0,43.0,43.0,
5062,43.0,43.0,43.0,
5063,43.0,43.0,43.0,
5064,43.0,43.0,43.0,
5065,43.0,43.0,43.0,
5066,43.0,43.0,43.0,
5067,43.0,43.0,43.0,
5068,43.0,43.0,43.0,
5069,43.0,43.0,43.0,
5070,43.0,43.0,43.0,
5071,43.0,43.0,43.0,
5072,43.0,43.0,43.0,
5073,43.0,43.0,43.0,
5074,43.0,43.0,43.0,
5075,43.0,43.0,43.0,
5076,43.0,43.0,43.0,
5077,43.0,43.0,43.0,
5078,43.0,43.0,43.0,
5079,43.0,43.0,43.0,
5080,43.0,43.0,43.0,
5081,43.0,43.0,43.0,
5082,43.0,43.0,43.0,
5083,43.0,43.0,43.0,
5084,43.0,43.0,43.0,
5085,43.0,43.0,43.0,
5086,43.0,43.0,43.0,
5087,43.0,43.0,43.0,
5088,43.0,43.0,43.0,
5089,43.0,43.0,43.0,
5090,43.0,43.0,43.0,
5091,43.0,43.0,43.0,
5092,43.0,43.0,43.0,
5093,43.0,43.0,43.0,
5094,43.0,43.0,43.0,
5095,43.0,43.0,43.0,
5096,43.0,43.0,43.0,
5097,43.0,43.0,43.0,
5098,43.0,43.0,43.0,
5099,43.0,43.0,43.0,
5100,43.0,43.0,43.0,
5101,43.0,43.0,43.0,
5102,43.0,43.0,43.0,
5103,43.0,43.0,43.0,
5104,43.0,43.0,43.0,
5105,43.0,43.0,43.0,
5106,43.0,43.0,43.0,
5107,43.0,43.0,43.0,
5108,43.0,43.0,43.0,
5109,43.0,43.0,43.0,
5110,43.0,43.0,43.0,
5111,43.0,43.0,43.0,
5112,43.0,43.0,43.0,
5113,43.0,43.0,43.0,
5114,43.0,43.0,43.0,
5115,43.0,43.0,43.0,
5116,43.0,43.0,43.0,
5117,43.0,43.0,43.0,
5118,43.0,43.0,43.0,
5119,43.0,43.0,43.0,
5120,43.0,43.0,43.0,
5121,43.0,43.0,43.0,
5122,43.0,43.0,43.0,
5123,43.0,43.0,43.0,
5124,43.0,43.0,43.0,
5125,43.0,43.0,43.0,
5126,43.0,43.0,43.0,
5127,43.0,43.0,43.0,
5128,43.0,43.0,43.0,
5129,43.0,43.0,43.0,
5130,43.0,43.0,43.0,
5131,43.0,43.0,43.0,
5132,43.0,43.0,43.0,
5133,43.0,43.0,43.0,
5134,43.0,43.0,43.0,
5135,43.0,43.0,43.0,
5136,43.0,43.0,43.0,
5137,43.0,43.0,43.0,
5138,43.0,43.0,43.0,
5139,43.0,43.0,43.0,
5140,43.0,43.0,43.0,
5141,43.0,43.0,43.0,
5142,43.0,43.0,43.0,
5143,43.0,43.0,43.0,
5144,43.0,43.0,43.0,
5145,43.0,43.0,43.0,
5146,43.0,43.0,43.0,
5147,43.0,43.0,43.0,
5148,43.0,43.0,43.0,
5149,43.0,43.0,43.0,
5150,43.0,43.0,43.0,
5151,43.0,43.0,43.0,
5152,43.0,43.0,43.0,
5153,43.0,43.0,43.0,
5154,43.0,43.0,43.0,
5155,43.0,43.0,43.0,
5156,43.0,43.0,43.0,
5157,43.0,43.0,43.0,
5158,43.0,43.0,43.0,
5159,43.0,43.0,43.0,
5160,43.0,43.0,43.0,
5161,43.0,43.0,43.0,
5162,43.0,43.0,43.0,
5163,43.0,43.0,43.0,
5164,43.0,43.0,43.0,
5165,43.0,43.0,43.0,
5166,43.0,43.0,43.0,
5167,43.0,43.0,43.0,
5168,43.0,43.0,43.0,
5169,43.0,43.0,43.0,
5170,43.0,43.0,43.0,
5171,43.0,43.0,43.0,
5172,43.0,43.0,43.0,
5173,43.0,43.0,43.0,
5174,43.0,43.0,43.0,
5175,43.0,43.0,43.0,
5176,43.0,43.0,43.0,
5177,43.0,43.0,43.0,
5178,43.0,43.0,43.0,
5179,43.0,43.0,43.0,
5180,43.0,43.0,43.0,
5181,43.0,43.0,43.0,
5182,43.0,43.0,43.0,
5183,43.0,43.0,43.0,
5184,43.0,43.0,43.0,
5185,43.0,43.0,43.0,
5186,43.0,43.0,43.0,
5187,43.0,43.0,43.0,
5188,43.0,43.0,43.0,
5189,43.0,43.0,43.0,
5190,43.0,43.0,43.0,
5191,43.0,43.0,43.0,
5192,43.0,43.0,43.0,
5193,43.0,43.0,43.0,
5194,43.0,43.0,43.0,
5195,43.0,43.0,43.0,
5196,43.0,43.0,43.0,
5197,43.0,43.0,43.0,
5198,43.0,43.0,43.0,
5199,43.0,43.0,43.0,
5200,43.0,43.0,43.0,
5201,43.0,43.0,43.0,
5202,43.0,43.0,43.0,
5203,43.0,43.0,43.0,
5204,43.0,43.0,43.0,
5205,43.0,43.0,43.0,
5206,43.0,43.0,43.0,
5207,43.0,43.0,43.0,
5208,43.0,43.0,43.0,
5209,43.0,43.0,43.0,
5210,43.0,43.0,43.0,
5211,43.0,43.0,43.0,
5212,43.0,43.0,43.0,
5213,43.0,43.0,43.0,
5214,43.0,43.0,43.0,
5215,43.0,43.0,43.0,
5216,43.0,43.0,43.0,
5217,43.0,43.0,43.0,
5218,43.0,43.0,43.0,
5219,43.0,43.0,43.0,
5220,43.0,43.0,43.0,
5221,43.0,43.0,43.0,
5222,43.0,43.0,43.0,
5223,43.0,43.0,43.0,
5224,43.0,43.0,43.0,
5225,43.0,43.0,43.0,
5226,43.0,43.0,43.0,
5227,43.0,43.0,43.0,
5228,43.0,43.0,43.0,
5229,43.0,43.0,43.0,
5230,43.0,43.0,43.0,
5231,43.0,43.0,43.0,
5232,43.0,43.0,43.0,
5233,43.0,43.0,43.0,
5234,43.0,43.0,43.0,
5235,43.0,43.0,43.0,
5236,43.0,43.0,43.0,
5237,43.0,43.0,43.0,
5238,43.0,43.0,43.0,
5239,43.0,43.0,43.0,
5240,43.0,43.0,43.0,
5241,43.0,43.0,43.0,
5242,43.0,43.0,43.0,
5243,43.0,43.0,43.0,
5244,43.0,43.0,43.0,
5245,43.0,43.0,43.0,
5246,43.0,43.0,43.0,
5247,43.0,43.0,43.0,
5248,43.0,43.0,43.0,
5249,43.0,43.0,43.0,
5250,43.0,43.0,43.0,
5251,43.0,43.0,43.0,
5252,43.0,43.0,43.0,
5253,43.0,43.0,43.0,
5254,43.0,43.0,43.0,
5255,43.0,43.0,43.0,
5256,43.0,43.0,43.0,
5257,43.0,43.0,43.0,
5258,43.0,43.0,43.0,
5259,43.0,43.0,43.0,
5260,43.0,43.0,43.0,
5261,43.0,43.0,43.0,
5262,43.0,43.0,43.0,
5263,43.0,43.0,43.0,
5264,43.0,43.0,43.0,
5265,43.0,43.0,43.0,
5266,43.0,43.0,43.0,
5267,43.0,43.0,43.0,
5268,43.0,43.0,43.0,
5269,43.0,43.0,43.0,
5270,43.0,43.0,43.0,
5271,43.0,43.0,43.0,
5272,43.0,43.0,43.0,
5273,43.0,43.0,43.0,
5274,43.0,43.0,43.0,
5275,43.0,43.0,43.0,
5276,43.0,43.0,43.0,
5277,43.0,43.0,43.0,
5278,43.0,43.0,43.0,
5279,43.0,43.0,43.0,
