Machine = 10,Job = 5,Task = 60,Ant = 50,,,
Sedai , Best , Bad , Average ,,,
1919,127,187,153.86, ,,
1920,124,189,152.5, ,,
1921,127,179,151.9, ,,
1922,126,177,152.34, ,,
1923,120,176,150.46, ,,
1924,124,190,154.18, ,,
1925,126,189,155.02, ,,
1926,129,191,157, ,,
1927,122,195,154.98, ,,
1928,134,186,151.14, ,,
1929,133,177,152.76, ,,
1930,127,183,151.16, ,,
1931,136,182,156.7, ,,
1932,122,187,155.08, ,,
1933,125,168,150.38, ,,
1934,130,175,149.48, ,,
1935,123,191,152.4, ,,
1936,134,179,155.6, ,,
1937,125,174,150.14, ,,
1938,130,197,153.4, ,,
1939,119,182,153.26, ,,
1940,126,179,156.34, ,,
1941,129,183,152.3, ,,
1942,127,179,152.2, ,,
1943,125,192,154.98, ,,
1944,126,183,154.12, ,,
1945,120,176,153.96, ,,
1946,125,173,153.5, ,,
1947,135,188,152.28, ,,
1948,118,180,153.6, ,,
1949,130,177,154, ,,
1950,137,181,155.74, ,,
1951,129,182,152.76, ,,
1952,129,181,152.12, ,,
1953,121,179,153.42, ,,
1954,129,178,154, ,,
1955,133,188,154.3, ,,
1956,124,193,154.02, ,,
1957,129,182,153.66, ,,
1958,136,185,155.36, ,,
1959,122,179,155.18, ,,
1960,123,179,152.8, ,,
1961,123,185,154.76, ,,
1962,129,186,153.02, ,,
1963,132,181,152.42, ,,
1964,128,182,154.72, ,,
1965,129,183,155.16, ,,
1966,133,171,153.94, ,,
1967,119,180,150.74, ,,
1968,126,188,155.18, ,,
1969,120,179,153.18, ,,
1970,128,182,153.84, ,,
1971,130,188,151.98, ,,
1972,131,192,154.78, ,,
1973,109,182,152.06, ,,
1974,131,185,154.8, ,,
1975,130,189,154.62, ,,
1976,121,183,153.64, ,,
1977,124,186,151.8, ,,
1978,127,180,152.68, ,,
1979,129,179,152.5, ,,
1980,124,186,153.86, ,,
1981,127,171,153.46, ,,
1982,127,181,152.28, ,,
1983,121,190,153.7, ,,
1984,130,181,151.8, ,,
1985,128,173,152.76, ,,
1986,126,179,155.24, ,,
1987,125,173,152.44, ,,
1988,124,188,153.14, ,,
1989,132,185,156.7, ,,
1990,133,185,155.66, ,,
1991,125,190,154.22, ,,
1992,129,181,154.04, ,,
1993,132,184,155.32, ,,
1994,123,188,155.74, ,,
1995,124,171,152.5, ,,
1996,134,186,155.36, ,,
1997,126,177,153.62, ,,
1998,124,187,153, ,,
1999,130,182,153.52, ,,
2000,128,190,154.18, ,,
2001,116,181,152.8, ,,
2002,132,187,153.66, ,,
2003,131,173,153.32, ,,
2004,129,182,153.8, ,,
2005,138,184,155.68, ,,
2006,128,185,156.02, ,,
2007,130,184,152.8, ,,
2008,134,183,153.48, ,,
2009,124,176,153.66, ,,
2010,129,185,154.22, ,,
2011,136,191,155.64, ,,
2012,117,176,153.8, ,,
2013,128,179,154.06, ,,
2014,126,187,155.12, ,,
2015,122,180,151.34, ,,
2016,131,174,151.18, ,,
2017,127,184,153.04, ,,
2018,137,191,157.74, ,,
2019,127,177,154.38, ,,
2020,123,178,153.04, ,,
2021,121,180,157.18, ,,
2022,120,183,154.18, ,,
2023,137,176,155.58, ,,
2024,130,183,156.28, ,,
2025,129,171,153.2, ,,
2026,120,193,153.84, ,,
2027,126,186,156.34, ,,
2028,129,182,154.08, ,,
2029,132,183,155.26, ,,
2030,127,189,155.16, ,,
2031,133,192,157.14, ,,
2032,131,176,149.56, ,,
2033,126,192,153.52, ,,
2034,133,199,154.42, ,,
2035,128,185,151.62, ,,
2036,129,187,155.78, ,,
2037,126,195,154.34, ,,
2038,119,194,155.08, ,,
2039,129,189,152.96, ,,
2040,114,179,152.84, ,,
2041,120,181,153.1, ,,
2042,124,175,153.12, ,,
2043,125,191,153.98, ,,
2044,128,195,153.48, ,,
2045,128,181,152.2, ,,
2046,115,183,155.16, ,,
2047,131,191,157.2, ,,
2048,116,184,154.6, ,,
2049,132,193,155.26, ,,
2050,127,175,152.48, ,,
2051,129,183,154.24, ,,
2052,126,185,153.7, ,,
2053,134,179,152.44, ,,
2054,132,190,156.42, ,,
2055,132,180,153.62, ,,
2056,131,191,156.64, ,,
2057,129,192,153.1, ,,
2058,115,183,154.72, ,,
2059,130,174,153.38, ,,
2060,122,179,150.84, ,,
2061,125,189,151.96, ,,
2062,135,183,153.68, ,,
2063,123,182,155.2, ,,
2064,133,178,155.32, ,,
2065,131,190,155.22, ,,
2066,124,191,152.52, ,,
2067,129,193,152.34, ,,
2068,125,186,154, ,,
2069,131,174,150.64, ,,
2070,129,181,153.56, ,,
2071,133,187,154.38, ,,
2072,131,174,152.38, ,,
2073,133,186,155.08, ,,
2074,129,187,153.62, ,,
2075,127,184,152.98, ,,
2076,125,183,154.2, ,,
2077,129,187,151.74, ,,
2078,139,189,155.3, ,,
2079,120,182,153.4, ,,
2080,120,179,151, ,,
2081,126,176,154.02, ,,
2082,133,180,152.96, ,,
2083,123,183,152.2, ,,
2084,124,198,154.96, ,,
2085,118,196,153.66, ,,
2086,112,180,154.54, ,,
2087,131,175,154.5, ,,
2088,113,172,149.52, ,,
2089,122,177,152.04, ,,
2090,128,187,155.26, ,,
2091,128,174,151.72, ,,
2092,129,194,154.2, ,,
2093,128,188,153.06, ,,
2094,124,181,153.54, ,,
2095,125,176,152.34, ,,
2096,132,176,153.14, ,,
2097,131,178,153.2, ,,
2098,117,183,150.78, ,,
2099,122,194,154.34, ,,
2100,121,182,155.44, ,,
2101,130,180,152.18, ,,
2102,126,193,154.74, ,,
2103,131,180,156.78, ,,
2104,129,189,157.9, ,,
2105,135,183,155.56, ,,
2106,125,177,153.88, ,,
2107,128,172,151.36, ,,
2108,130,178,153.58, ,,
2109,134,184,154.78, ,,
2110,135,188,154.32, ,,
2111,132,188,155.14, ,,
2112,128,178,152.96, ,,
2113,128,196,153.82, ,,
2114,122,185,153.24, ,,
2115,124,177,151.06, ,,
2116,130,185,154.56, ,,
2117,121,182,152.48, ,,
2118,127,184,152.7, ,,
2119,129,181,154.78, ,,
2120,135,187,155.42, ,,
2121,124,179,157.02, ,,
2122,125,199,157.48, ,,
2123,129,186,154.6, ,,
2124,127,183,154.5, ,,
2125,132,179,152.48, ,,
2126,128,181,151.58, ,,
2127,130,186,155.26, ,,
2128,134,191,154.3, ,,
2129,126,181,153.3, ,,
2130,124,216,155.18, ,,
2131,135,188,155.12, ,,
2132,135,189,153.92, ,,
2133,131,181,153.56, ,,
2134,135,180,154.14, ,,
2135,129,179,152.56, ,,
2136,124,184,154.86, ,,
2137,129,178,153.72, ,,
2138,134,177,153.14, ,,
2139,130,185,154.8, ,,
2140,135,186,155.84, ,,
2141,125,177,150.54, ,,
2142,129,175,154.92, ,,
2143,132,192,156.46, ,,
2144,126,184,155.74, ,,
2145,132,185,156.28, ,,
2146,131,179,152.42, ,,
2147,134,189,154.28, ,,
2148,125,183,153.94, ,,
2149,131,193,156.86, ,,
2150,112,188,153.86, ,,
2151,126,189,153.18, ,,
2152,127,191,152.56, ,,
2153,128,187,154.52, ,,
2154,121,186,152.32, ,,
2155,122,188,152.82, ,,
2156,127,198,152.54, ,,
2157,129,190,154.76, ,,
2158,129,192,153.82, ,,
2159,133,185,157.28, ,,
2160,133,179,154.02, ,,
2161,134,196,154.98, ,,
2162,136,172,154.16, ,,
2163,125,184,152.9, ,,
2164,127,192,155.46, ,,
2165,135,194,156.12, ,,
2166,131,178,152.96, ,,
2167,123,188,153.6, ,,
2168,129,195,156.28, ,,
2169,129,180,156.68, ,,
2170,132,181,154.42, ,,
2171,132,180,154.86, ,,
2172,128,177,152.04, ,,
2173,130,181,156.62, ,,
2174,126,179,153.66, ,,
2175,120,179,153.66, ,,
2176,121,179,154.52, ,,
2177,124,185,152.7, ,,
2178,127,184,154, ,,
2179,130,188,152.54, ,,
2180,133,174,153.36, ,,
2181,130,187,154.44, ,,
2182,136,183,157.66, ,,
2183,129,191,153.66, ,,
2184,132,180,153.36, ,,
2185,127,178,153.44, ,,
2186,124,180,155.52, ,,
2187,134,193,156.68, ,,
2188,127,186,153.92, ,,
2189,131,191,152.16, ,,
2190,126,180,155.08, ,,
2191,132,178,154.94, ,,
2192,123,192,153.04, ,,
2193,130,187,155.02, ,,
2194,131,197,153.86, ,,
2195,119,189,154.64, ,,
2196,117,181,151.54, ,,
2197,133,181,150.06, ,,
2198,120,187,154.94, ,,
2199,129,193,159.24, ,,
2200,128,183,153.68, ,,
2201,134,181,154.24, ,,
2202,127,178,156.02, ,,
2203,122,181,156.14, ,,
2204,122,179,155.7, ,,
2205,135,191,153.98, ,,
2206,130,177,154.32, ,,
2207,130,173,154.46, ,,
2208,134,177,153.3, ,,
2209,136,190,157.32, ,,
2210,122,179,154.02, ,,
2211,134,177,151.52, ,,
2212,119,178,154.52, ,,
2213,127,181,155.16, ,,
2214,129,179,152.64, ,,
2215,130,176,154.52, ,,
2216,128,181,154.08, ,,
2217,132,182,153.82, ,,
2218,130,183,155.36, ,,
2219,128,188,156.36, ,,
2220,121,182,154.98, ,,
2221,134,179,156.18, ,,
2222,127,180,151.4, ,,
2223,132,182,155.34, ,,
2224,130,177,150.98, ,,
2225,121,190,152.72, ,,
2226,116,181,154.04, ,,
2227,130,186,152.76, ,,
2228,127,185,151.64, ,,
2229,110,180,153.84, ,,
2230,123,179,152.98, ,,
2231,109,182,150.56, ,,
2232,126,187,155.24, ,,
2233,127,188,155.4, ,,
2234,124,187,155.86, ,,
2235,128,181,154.88, ,,
2236,135,184,153.06, ,,
2237,126,178,152.84, ,,
2238,133,193,154.12, ,,
2239,128,183,153.58, ,,
2240,125,181,156, ,,
2241,132,185,155.34, ,,
2242,125,197,153.62, ,,
2243,128,175,152.04, ,,
2244,122,187,150.28, ,,
2245,119,198,154, ,,
2246,123,177,156.52, ,,
2247,128,180,153.32, ,,
2248,130,185,154.22, ,,
2249,132,174,152.8, ,,
2250,132,175,153.38, ,,
2251,132,181,153.54, ,,
2252,126,183,155.42, ,,
2253,125,180,150.2, ,,
2254,126,192,151.76, ,,
2255,129,183,154.7, ,,
2256,127,192,153, ,,
2257,123,174,152.48, ,,
2258,131,190,156.96, ,,
2259,129,185,157.32, ,,
2260,124,183,156.34, ,,
2261,126,190,153.18, ,,
2262,131,177,154.92, ,,
2263,125,178,153.32, ,,
2264,129,187,151.94, ,,
2265,131,184,156.3, ,,
2266,125,197,152.54, ,,
2267,127,181,154.9, ,,
2268,128,182,150.9, ,,
2269,132,195,155.52, ,,
2270,128,172,151.16, ,,
2271,132,177,157.1, ,,
2272,126,177,154.12, ,,
2273,131,183,155.44, ,,
2274,118,186,151.12, ,,
2275,132,182,154.68, ,,
2276,124,183,153.54, ,,
2277,132,173,152.7, ,,
2278,122,181,150.74, ,,
2279,129,187,154.58, ,,
2280,121,176,149.56, ,,
2281,127,182,153.46, ,,
2282,118,170,148.1, ,,
2283,119,175,150.44, ,,
2284,120,192,151.2, ,,
2285,124,184,152.46, ,,
2286,126,180,149.48, ,,
2287,122,179,152.68, ,,
2288,122,183,153.34, ,,
2289,130,189,155.14, ,,
2290,130,182,153.08, ,,
2291,133,177,152.46, ,,
2292,125,174,152.22, ,,
2293,126,181,151.54, ,,
2294,131,180,153.54, ,,
2295,124,185,152.1, ,,
2296,123,186,153.2, ,,
2297,131,180,154.94, ,,
2298,130,180,152.22, ,,
2299,128,173,148.82, ,,
2300,134,173,151.4, ,,
2301,132,174,153.92, ,,
2302,122,172,149.66, ,,
2303,135,186,153.32, ,,
2304,123,187,152.82, ,,
2305,123,177,153.02, ,,
2306,126,172,152.06, ,,
2307,130,178,156.44, ,,
2308,128,194,152.2, ,,
2309,132,180,152.94, ,,
2310,131,189,153.94, ,,
2311,126,177,152.82, ,,
2312,113,180,151, ,,
2313,134,182,151.84, ,,
2314,130,186,153, ,,
2315,135,177,155.18, ,,
2316,131,194,157.4, ,,
2317,118,173,148.36, ,,
2318,121,183,155.2, ,,
2319,127,169,150.74, ,,
2320,129,178,150.44, ,,
2321,122,177,154.32, ,,
2322,125,176,156.34, ,,
2323,132,176,150.14, ,,
2324,127,180,153.24, ,,
2325,119,185,153.92, ,,
2326,131,173,150.62, ,,
2327,119,182,151.84, ,,
2328,122,176,151.16, ,,
2329,117,180,151.26, ,,
2330,129,174,154.04, ,,
2331,126,184,151.32, ,,
2332,125,181,152.28, ,,
2333,128,178,149.88, ,,
2334,127,171,150.86, ,,
2335,122,185,153.98, ,,
2336,127,170,150.22, ,,
2337,125,176,148.94, ,,
2338,135,185,153.72, ,,
2339,117,180,150.88, ,,
2340,126,180,151.6, ,,
2341,129,188,152.86, ,,
2342,124,184,151.4, ,,
2343,129,176,151.32, ,,
2344,129,193,155.4, ,,
2345,127,186,153.34, ,,
2346,123,184,154.24, ,,
2347,124,184,152.96, ,,
2348,123,172,152.52, ,,
2349,128,188,152.16, ,,
2350,117,183,151.48, ,,
2351,133,181,155.38, ,,
2352,119,184,149.3, ,,
2353,124,178,153, ,,
2354,130,207,153.04, ,,
2355,117,193,151.04, ,,
2356,125,178,150.1, ,,
2357,125,178,153.06, ,,
2358,131,175,152.08, ,,
2359,127,175,153.04, ,,
2360,130,175,152.02, ,,
2361,127,188,152.82, ,,
2362,133,175,153.82, ,,
2363,133,189,154.34, ,,
2364,119,195,155.74, ,,
2365,134,190,155.44, ,,
2366,122,171,151.84, ,,
2367,124,184,149.82, ,,
2368,123,176,151.96, ,,
2369,117,178,149.28, ,,
2370,128,180,151.32, ,,
2371,128,194,153.76, ,,
2372,129,173,152.68, ,,
2373,136,185,153.72, ,,
2374,130,186,151.72, ,,
2375,133,179,152.56, ,,
2376,130,189,155.48, ,,
2377,126,179,149.88, ,,
2378,126,180,152.42, ,,
2379,124,180,154.06, ,,
2380,129,188,154.06, ,,
2381,123,181,151.84, ,,
2382,122,180,150.06, ,,
2383,133,179,152.24, ,,
2384,130,182,150.28, ,,
2385,127,170,151.5, ,,
2386,135,179,150.9, ,,
2387,134,173,151.76, ,,
2388,118,181,150.8, ,,
2389,123,176,152.02, ,,
2390,132,183,154.54, ,,
2391,124,173,150.1, ,,
2392,122,195,152.9, ,,
2393,121,172,150.76, ,,
2394,132,178,153.22, ,,
2395,136,182,153.26, ,,
2396,120,186,151.92, ,,
2397,135,195,155.52, ,,
2398,116,176,151.94, ,,
2399,129,192,154.3, ,,
2400,134,176,152.92, ,,
2401,116,183,151.62, ,,
2402,119,188,152.28, ,,
2403,125,204,152.96, ,,
2404,126,187,154.44, ,,
2405,119,175,153.26, ,,
2406,126,183,153.48, ,,
2407,128,177,151.8, ,,
2408,126,175,154.08, ,,
2409,127,173,150.76, ,,
2410,126,183,153.84, ,,
2411,123,179,150.84, ,,
2412,127,181,151.74, ,,
2413,126,180,155.34, ,,
2414,128,184,152.46, ,,
2415,123,175,151.68, ,,
2416,130,180,153.46, ,,
2417,128,181,154.26, ,,
2418,125,175,151.72, ,,
2419,115,187,151.42, ,,
2420,125,172,153.18, ,,
2421,124,180,156.08, ,,
2422,130,191,153.7, ,,
2423,124,184,156.96, ,,
2424,118,179,150.46, ,,
2425,130,182,153.84, ,,
2426,132,187,154, ,,
2427,136,174,154.32, ,,
2428,125,177,150.94, ,,
2429,123,180,152.14, ,,
2430,127,179,150.02, ,,
2431,130,180,152.44, ,,
2432,127,185,151.66, ,,
2433,131,178,155.2, ,,
2434,122,191,153.96, ,,
2435,129,185,152.74, ,,
2436,135,176,151.38, ,,
2437,123,180,151.7, ,,
2438,130,186,153.12, ,,
2439,122,179,155.12, ,,
2440,126,186,154.66, ,,
2441,136,194,155.78, ,,
2442,122,176,149.32, ,,
2443,126,181,154.96, ,,
2444,131,174,150.96, ,,
2445,129,190,151.3, ,,
2446,128,187,151.88, ,,
2447,131,177,155.64, ,,
2448,128,177,151, ,,
2449,116,186,152.68, ,,
2450,130,178,152.76, ,,
2451,119,185,153.66, ,,
2452,116,176,151.36, ,,
2453,131,182,154.78, ,,
2454,134,188,156.52, ,,
2455,127,188,155.3, ,,
2456,130,190,155.74, ,,
2457,136,183,152.38, ,,
2458,132,184,155.62, ,,
2459,124,183,151.22, ,,
2460,117,184,152.28, ,,
2461,131,175,151.44, ,,
2462,127,191,153.42, ,,
2463,135,181,151.88, ,,
2464,118,180,150.64, ,,
2465,127,175,152.06, ,,
2466,132,177,153.48, ,,
2467,116,183,152.36, ,,
2468,125,183,155.24, ,,
2469,124,175,149.7, ,,
2470,124,182,154.84, ,,
2471,122,184,154.62, ,,
2472,125,171,152.58, ,,
2473,130,180,153.4, ,,
2474,127,178,154.9, ,,
2475,118,187,153.74, ,,
2476,126,182,151.82, ,,
2477,134,176,151.9, ,,
2478,130,182,154.7, ,,
2479,127,189,153.38, ,,
2480,134,187,156.64, ,,
2481,123,186,152.5, ,,
2482,132,190,154.08, ,,
2483,127,189,155.32, ,,
2484,128,192,152.9, ,,
2485,121,180,155.18, ,,
2486,121,182,149.72, ,,
2487,121,182,154.92, ,,
2488,133,199,154.56, ,,
2489,126,175,150.68, ,,
2490,125,174,149.64, ,,
2491,125,184,153.18, ,,
2492,125,194,153.36, ,,
2493,118,180,155.96, ,,
2494,131,179,154.82, ,,
2495,127,186,154.26, ,,
2496,125,185,151.84, ,,
2497,124,179,150.74, ,,
2498,131,185,152.32, ,,
2499,132,185,156.5, ,,
2500,115,175,153.54, ,,
2501,130,172,151.66, ,,
2502,132,185,151.38, ,,
2503,133,180,152.52, ,,
2504,117,173,152.56, ,,
2505,124,180,154.44, ,,
2506,123,186,153.32, ,,
2507,117,180,152.9, ,,
2508,122,176,152.82, ,,
2509,130,191,156.54, ,,
2510,117,177,155, ,,
2511,131,186,154.76, ,,
2512,131,175,151.2, ,,
2513,137,174,155.24, ,,
2514,126,187,154.76, ,,
2515,124,181,153.26, ,,
2516,126,182,152.12, ,,
2517,124,181,154.48, ,,
2518,125,175,155.1, ,,
2519,128,177,150.52, ,,
2520,132,179,153.3, ,,
2521,132,183,154.42, ,,
2522,131,184,154.22, ,,
2523,123,177,154.08, ,,
2524,129,175,152.42, ,,
2525,131,186,155.04, ,,
2526,127,183,154.42, ,,
2527,129,184,156.62, ,,
2528,134,185,152.8, ,,
2529,123,174,152.96, ,,
2530,121,177,151.06, ,,
2531,126,180,152.68, ,,
2532,132,171,153.28, ,,
2533,130,176,151.74, ,,
2534,126,184,153.88, ,,
2535,119,181,154.14, ,,
2536,119,176,150.16, ,,
2537,126,180,152.1, ,,
2538,125,181,152.98, ,,
2539,132,185,153.18, ,,
2540,128,184,153.12, ,,
2541,115,185,153.46, ,,
2542,130,189,153.18, ,,
2543,125,181,151.22, ,,
2544,129,193,153.28, ,,
2545,130,182,155.56, ,,
2546,127,192,155.46, ,,
2547,129,190,152.78, ,,
2548,130,183,152.7, ,,
2549,131,205,156.42, ,,
2550,124,196,152.04, ,,
2551,129,173,155.9, ,,
2552,124,187,154.04, ,,
2553,124,182,155.84, ,,
2554,121,189,154.12, ,,
2555,134,191,155.38, ,,
2556,125,181,152.36, ,,
2557,121,179,150.66, ,,
2558,121,177,152.72, ,,
2559,136,196,155.18, ,,
2560,127,180,151.3, ,,
2561,125,210,157.74, ,,
2562,133,181,156.58, ,,
2563,132,177,154.84, ,,
2564,127,181,154.96, ,,
2565,123,185,154.44, ,,
2566,133,176,152.7, ,,
2567,121,184,154.06, ,,
2568,131,181,155.38, ,,
2569,126,177,154.22, ,,
2570,121,178,152.12, ,,
2571,129,185,153.62, ,,
2572,127,189,153.78, ,,
2573,126,182,151.34, ,,
2574,129,179,151.8, ,,
2575,127,181,152.84, ,,
2576,127,177,152.42, ,,
2577,125,178,153.12, ,,
2578,124,183,154.62, ,,
2579,128,181,153, ,,
2580,130,175,153.62, ,,
2581,122,183,149.78, ,,
2582,123,172,153.24, ,,
2583,131,177,152.48, ,,
2584,126,176,152.8, ,,
2585,124,177,154.66, ,,
2586,131,191,155.22, ,,
2587,128,186,154.9, ,,
2588,125,178,150.76, ,,
2589,120,181,154.08, ,,
2590,114,174,151.04, ,,
2591,126,189,152.62, ,,
2592,129,187,154.78, ,,
2593,133,178,153.86, ,,
2594,125,186,153.38, ,,
2595,134,176,156.42, ,,
2596,121,194,152.34, ,,
2597,136,185,155.68, ,,
2598,124,191,154.38, ,,
2599,125,183,153.36, ,,
2600,131,188,152.14, ,,
2601,117,172,150, ,,
2602,127,186,152.92, ,,
2603,127,182,150.22, ,,
2604,126,181,155.2, ,,
2605,127,175,151.12, ,,
2606,133,187,154, ,,
2607,120,179,152.46, ,,
2608,126,175,151.28, ,,
2609,124,183,151.14, ,,
2610,132,189,153.96, ,,
2611,123,181,152.88, ,,
2612,130,182,154, ,,
2613,126,187,155.38, ,,
2614,129,179,153.1, ,,
2615,131,194,155.12, ,,
2616,119,192,153.8, ,,
2617,129,180,156.62, ,,
2618,129,183,152.72, ,,
2619,120,186,157.54, ,,
2620,130,174,154.3, ,,
2621,125,184,151.86, ,,
2622,121,185,153.56, ,,
2623,121,187,155.06, ,,
2624,132,177,154.56, ,,
2625,120,177,151.04, ,,
2626,123,188,152.68, ,,
2627,115,176,149.6, ,,
2628,119,197,152.36, ,,
2629,131,190,154.56, ,,
2630,129,183,154.84, ,,
2631,131,187,154.8, ,,
2632,122,193,155.86, ,,
2633,122,177,153.32, ,,
2634,114,180,155.58, ,,
2635,129,181,151.48, ,,
2636,129,186,155.1, ,,
2637,126,181,154.84, ,,
2638,124,189,154.2, ,,
2639,132,181,154.48, ,,
2640,125,183,153.44, ,,
2641,127,184,152.66, ,,
2642,129,174,152.38, ,,
2643,127,185,153.3, ,,
2644,118,185,157.94, ,,
2645,126,176,153.82, ,,
2646,135,181,154.8, ,,
2647,125,196,157.34, ,,
2648,129,181,151.12, ,,
2649,130,178,153.92, ,,
2650,133,182,154.74, ,,
2651,131,186,153.72, ,,
2652,126,185,152.26, ,,
2653,130,185,151.18, ,,
2654,127,182,151.64, ,,
2655,138,188,156.56, ,,
2656,133,186,155.24, ,,
2657,121,180,153.04, ,,
2658,129,177,154.62, ,,
2659,128,192,157.66, ,,
2660,126,180,153.28, ,,
2661,125,179,154.62, ,,
2662,128,182,155.1, ,,
2663,122,185,152.22, ,,
2664,122,176,153.8, ,,
2665,127,188,155.34, ,,
2666,129,183,154.32, ,,
2667,129,187,154.42, ,,
2668,124,177,157.76, ,,
2669,135,196,158.26, ,,
2670,127,196,155.52, ,,
2671,132,185,156.82, ,,
2672,125,176,152.82, ,,
2673,123,191,152.06, ,,
2674,128,184,154.1, ,,
2675,137,195,154.92, ,,
2676,135,183,154.46, ,,
2677,128,186,155.28, ,,
2678,121,176,152.76, ,,
2679,129,186,152.94, ,,
2680,130,177,151.74, ,,
2681,131,190,156.04, ,,
2682,130,174,153.3, ,,
2683,128,185,154.52, ,,
2684,130,186,154.76, ,,
2685,128,182,153.58, ,,
2686,131,188,155.22, ,,
2687,127,186,153.6, ,,
2688,131,177,152.06, ,,
2689,120,195,153.82, ,,
2690,129,181,155.82, ,,
2691,126,191,154.3, ,,
2692,122,184,152.4, ,,
2693,127,180,152.92, ,,
2694,129,179,152.58, ,,
2695,129,183,152.88, ,,
2696,130,180,155.98, ,,
2697,124,181,153.98, ,,
2698,123,179,155.74, ,,
2699,126,186,153.68, ,,
2700,124,210,156.96, ,,
2701,125,181,152.24, ,,
2702,126,196,151.7, ,,
2703,127,182,152.34, ,,
2704,133,191,152.8, ,,
2705,127,183,155.12, ,,
2706,133,187,156.54, ,,
2707,134,196,157.16, ,,
2708,121,181,153.88, ,,
2709,132,183,154.28, ,,
2710,124,197,155.06, ,,
2711,134,182,153.82, ,,
2712,130,187,154.22, ,,
2713,128,189,157.64, ,,
2714,128,185,155.76, ,,
2715,124,188,153.56, ,,
2716,129,188,156.74, ,,
2717,135,178,159.04, ,,
2718,120,185,153.52, ,,
2719,130,183,152.34, ,,
2720,132,179,153.7, ,,
2721,125,180,154.46, ,,
2722,128,183,153.1, ,,
2723,124,185,155.16, ,,
2724,123,179,153.48, ,,
2725,128,187,154.2, ,,
2726,128,184,156.34, ,,
2727,119,179,154, ,,
2728,132,188,153.38, ,,
2729,123,185,157.04, ,,
2730,122,181,153.44, ,,
2731,131,185,155.94, ,,
2732,128,177,151.54, ,,
2733,126,191,154.9, ,,
2734,130,190,153.22, ,,
2735,131,175,154.5, ,,
2736,124,179,152.98, ,,
2737,131,183,152.36, ,,
2738,122,175,149.84, ,,
2739,127,196,153.18, ,,
2740,131,179,157.46, ,,
2741,123,189,154.18, ,,
2742,127,191,156.88, ,,
2743,130,188,153.94, ,,
2744,132,174,150.76, ,,
2745,130,187,153.68, ,,
2746,138,184,158.96, ,,
2747,127,189,155.48, ,,
2748,127,179,153.84, ,,
2749,119,177,154.28, ,,
2750,132,178,152.38, ,,
2751,128,183,157.54, ,,
2752,126,181,152.2, ,,
2753,130,193,155.28, ,,
2754,129,178,152.14, ,,
2755,129,189,156.12, ,,
2756,122,175,152.36, ,,
2757,123,179,150.68, ,,
2758,122,169,150.28, ,,
2759,132,177,152.94, ,,
2760,124,185,154.94, ,,
2761,125,171,152.58, ,,
2762,124,184,153.82, ,,
2763,123,188,154.78, ,,
2764,134,184,156.46, ,,
2765,117,183,153.48, ,,
2766,131,194,155.82, ,,
2767,122,182,154.94, ,,
2768,129,176,149.42, ,,
2769,126,189,155.3, ,,
2770,126,183,154.4, ,,
2771,129,184,154.56, ,,
2772,136,184,156.96, ,,
2773,122,183,155.34, ,,
2774,136,177,156.92, ,,
2775,124,184,154.98, ,,
2776,127,178,154.02, ,,
2777,124,178,150.26, ,,
2778,128,192,156.72, ,,
2779,130,184,156.38, ,,
2780,120,185,154.74, ,,
2781,134,180,154.5, ,,
2782,135,186,154.5, ,,
2783,132,200,154.64, ,,
2784,135,183,155.46, ,,
2785,133,179,156.38, ,,
2786,133,182,153.06, ,,
2787,123,183,154.64, ,,
2788,128,181,150.52, ,,
2789,120,183,156.84, ,,
2790,133,185,153.34, ,,
2791,128,186,152.7, ,,
2792,137,174,154.8, ,,
2793,125,187,155.72, ,,
2794,124,181,150.9, ,,
2795,134,176,154.54, ,,
2796,120,182,155.14, ,,
2797,130,197,154.88, ,,
2798,126,183,154.82, ,,
2799,129,182,154.1, ,,
2800,128,179,153.46, ,,
2801,118,184,154.16, ,,
2802,124,184,152.34, ,,
2803,128,182,153.06, ,,
2804,129,175,151.12, ,,
2805,128,186,154.04, ,,
2806,126,175,153.48, ,,
2807,131,191,153.42, ,,
2808,132,181,152.48, ,,
2809,127,186,153.2, ,,
2810,138,180,157.78, ,,
2811,124,189,153.08, ,,
2812,128,193,152.44, ,,
2813,117,172,153.68, ,,
2814,127,176,151.36, ,,
2815,127,180,154.38, ,,
2816,137,175,156.68, ,,
2817,129,190,154.42, ,,
2818,128,184,156.96, ,,
2819,134,184,156.04, ,,
2820,130,183,152.42, ,,
2821,130,184,152.36, ,,
2822,124,200,152.78, ,,
2823,119,188,152.6, ,,
2824,129,181,153.22, ,,
2825,126,178,149.1, ,,
2826,122,178,153.28, ,,
2827,124,179,153.98, ,,
2828,123,172,151.74, ,,
2829,126,177,152.16, ,,
2830,134,176,153.26, ,,
2831,129,185,153.08, ,,
2832,131,186,153.46, ,,
2833,120,189,152.02, ,,
2834,136,183,153.82, ,,
2835,130,186,155.08, ,,
2836,134,185,152.5, ,,
2837,124,180,151.18, ,,
2838,130,177,152.12, ,,
2839,120,189,153.44, ,,
2840,128,181,151.62, ,,
2841,129,183,153.6, ,,
2842,125,179,154.08, ,,
2843,120,185,155, ,,
2844,131,178,154.52, ,,
2845,126,190,153.44, ,,
2846,125,191,154.1, ,,
2847,131,182,157.1, ,,
2848,123,184,152.04, ,,
2849,120,179,150.04, ,,
2850,119,182,153.76, ,,
2851,127,181,154.78, ,,
