Machine = 10,Job = 5,Task = 60,Ant = 50,,,
Sedai , Best , Bad , Average ,,,
3784,138,192,156.6, ,,
3785,132,181,151.28, ,,
3786,127,193,150.88, ,,
3787,126,183,152.72, ,,
3788,132,180,151.82, ,,
3789,128,176,153.48, ,,
3790,132,184,153.24, ,,
3791,127,182,152.3, ,,
3792,125,181,154.32, ,,
3793,126,178,152.56, ,,
3794,131,179,151.92, ,,
3795,130,182,154.5, ,,
3796,126,177,150.3, ,,
3797,130,188,152.7, ,,
3798,130,173,149.94, ,,
3799,132,184,152.7, ,,
3800,127,182,151.38, ,,
3801,124,177,149.66, ,,
3802,118,178,152.52, ,,
3803,131,187,154.84, ,,
3804,128,181,152.58, ,,
3805,129,177,152.1, ,,
3806,123,181,154.86, ,,
3807,122,181,150.38, ,,
3808,125,205,153.5, ,,
3809,122,177,151.74, ,,
3810,131,176,149.82, ,,
3811,129,184,154.64, ,,
3812,113,186,153.52, ,,
3813,123,187,152.44, ,,
3814,125,175,152.32, ,,
3815,125,177,153.48, ,,
3816,125,177,153.4, ,,
3817,129,173,153.24, ,,
3818,137,187,154.18, ,,
3819,127,184,154.16, ,,
3820,128,179,155.02, ,,
3821,125,177,155.14, ,,
3822,126,184,152.26, ,,
3823,118,180,153.42, ,,
3824,131,183,155.6, ,,
3825,134,174,151.14, ,,
3826,134,176,156.42, ,,
3827,129,172,152.68, ,,
3828,121,201,152, ,,
3829,128,183,153.22, ,,
3830,127,185,152.46, ,,
3831,129,182,153.78, ,,
3832,126,181,151.12, ,,
3833,131,180,155.3, ,,
3834,129,184,155.3, ,,
3835,125,186,154.56, ,,
3836,120,176,152.02, ,,
3837,125,179,151.32, ,,
3838,127,190,153.92, ,,
3839,126,176,153.7, ,,
3840,131,191,154.86, ,,
3841,123,174,152.26, ,,
3842,121,174,152.96, ,,
3843,124,189,153.46, ,,
3844,131,182,154.26, ,,
3845,125,183,152, ,,
3846,117,176,155.14, ,,
3847,127,177,154.86, ,,
3848,132,183,154.02, ,,
3849,125,184,153.74, ,,
3850,130,172,152.82, ,,
3851,126,182,154.92, ,,
3852,122,185,156.38, ,,
3853,126,182,157.32, ,,
3854,122,186,153.04, ,,
3855,130,182,150.94, ,,
3856,132,183,153.16, ,,
3857,132,178,154.84, ,,
3858,120,171,149.5, ,,
3859,121,187,153.54, ,,
3860,130,184,153.98, ,,
3861,136,172,154.66, ,,
3862,128,186,155.12, ,,
3863,123,180,153.58, ,,
3864,132,179,151, ,,
3865,129,191,154.56, ,,
3866,125,195,155.86, ,,
3867,124,185,149.54, ,,
3868,127,180,152.04, ,,
3869,128,194,154.34, ,,
3870,129,182,153.36, ,,
3871,127,193,154.64, ,,
3872,123,171,153.34, ,,
3873,120,176,154.36, ,,
3874,132,177,152.86, ,,
3875,129,175,151.32, ,,
3876,128,172,150.86, ,,
3877,135,186,154.36, ,,
3878,131,174,155.06, ,,
3879,126,177,153.46, ,,
3880,126,183,156, ,,
3881,127,180,152.44, ,,
3882,131,178,152.82, ,,
3883,128,194,156.18, ,,
3884,122,186,155.04, ,,
3885,129,181,150.84, ,,
3886,125,187,153.04, ,,
3887,131,196,153.58, ,,
3888,129,179,154.14, ,,
3889,123,179,151.84, ,,
3890,130,173,152.36, ,,
3891,135,176,151.38, ,,
3892,126,185,153.82, ,,
3893,131,180,152.58, ,,
3894,125,181,153.42, ,,
3895,137,181,154.22, ,,
3896,126,190,154.98, ,,
3897,128,189,155.8, ,,
3898,117,186,150.46, ,,
3899,129,174,153.62, ,,
3900,129,173,152.1, ,,
3901,124,171,151.66, ,,
3902,128,188,151.44, ,,
3903,130,183,154.2, ,,
3904,132,178,156.38, ,,
3905,131,181,153.1, ,,
3906,123,197,154.06, ,,
3907,133,183,153.56, ,,
3908,125,186,152.62, ,,
3909,132,181,152.52, ,,
3910,123,181,155.34, ,,
3911,134,188,153.2, ,,
3912,128,179,153.36, ,,
3913,130,193,153.66, ,,
3914,125,177,152.78, ,,
3915,127,178,152.38, ,,
3916,132,183,155.48, ,,
3917,127,182,156.02, ,,
3918,131,188,154.18, ,,
3919,122,180,152.28, ,,
3920,134,188,156.04, ,,
3921,130,188,154, ,,
3922,131,181,153.26, ,,
3923,121,178,152.66, ,,
3924,123,174,153.72, ,,
3925,128,198,155.58, ,,
3926,131,183,153.64, ,,
3927,132,176,150.32, ,,
3928,137,178,153.96, ,,
3929,115,184,155.58, ,,
3930,135,178,153.7, ,,
3931,126,184,155, ,,
3932,125,191,154.16, ,,
3933,129,177,153.8, ,,
3934,125,184,154.06, ,,
3935,126,177,151.96, ,,
3936,133,193,153.8, ,,
3937,127,178,150.58, ,,
3938,129,177,154.08, ,,
3939,130,186,152.78, ,,
3940,120,187,151.28, ,,
3941,132,177,150.18, ,,
3942,135,187,157.34, ,,
3943,130,186,154.92, ,,
3944,124,184,156.12, ,,
3945,132,171,152.22, ,,
3946,131,168,147.62, ,,
3947,127,179,149.82, ,,
3948,134,177,150.76, ,,
3949,131,182,153.06, ,,
3950,116,176,151.9, ,,
3951,127,171,152.04, ,,
3952,125,179,153.02, ,,
3953,131,192,154.28, ,,
3954,123,174,154.1, ,,
3955,135,197,153.58, ,,
3956,130,181,157.1, ,,
3957,130,193,153.6, ,,
3958,129,177,152.76, ,,
3959,132,187,157.12, ,,
3960,123,179,150.12, ,,
3961,124,190,154.48, ,,
3962,135,176,154.36, ,,
3963,119,182,152.54, ,,
3964,130,178,154.24, ,,
3965,130,175,152.66, ,,
3966,118,174,151.98, ,,
3967,136,184,157.64, ,,
3968,128,177,151.26, ,,
3969,128,176,153.1, ,,
3970,129,172,152.74, ,,
3971,131,179,152.42, ,,
3972,128,176,152.38, ,,
3973,124,179,150.94, ,,
3974,130,185,152.02, ,,
3975,125,176,151.14, ,,
3976,137,178,154, ,,
3977,137,187,154.44, ,,
3978,129,174,149.52, ,,
3979,129,180,152.26, ,,
3980,126,187,153.12, ,,
3981,143,177,157.72, ,,
3982,125,189,154.56, ,,
3983,125,171,151.66, ,,
3984,115,178,152.54, ,,
3985,126,186,153.28, ,,
3986,130,196,154.86, ,,
3987,126,190,156.58, ,,
3988,132,182,150.62, ,,
3989,131,175,153.7, ,,
3990,124,170,152.52, ,,
3991,131,184,154.5, ,,
3992,130,170,152.74, ,,
3993,128,183,154.68, ,,
3994,131,183,153.62, ,,
3995,127,178,152.94, ,,
3996,127,179,150.36, ,,
3997,123,176,151.64, ,,
3998,123,182,151.36, ,,
3999,128,180,153.4, ,,
haichi , Machine , Job , Task, Start Time , End Time,
,,,,,,
0,0,0,0,0,0, 
1,0,0,0,1,1, 
2,0,0,0,2,2, 
3,0,0,0,3,3, 
4,0,0,0,4,4, 
5,0,0,0,5,5, 
6,0,0,0,6,6, 
7,0,0,0,7,7, 
8,0,0,0,8,8, 
9,0,0,0,9,9, 
10,0,0,0,10,10, 
11,0,0,0,11,11, 
12,0,0,0,12,12, 
13,0,0,0,13,13, 
14,0,0,0,14,14, 
15,0,0,0,15,15, 
16,0,0,0,16,16, 
17,0,0,0,17,17, 
18,0,0,0,18,18, 
19,0,0,0,19,19, 
20,0,0,0,20,20, 
21,0,0,0,21,21, 
22,0,0,0,22,22, 
23,0,0,0,23,23, 
24,0,0,0,24,24, 
25,0,0,0,25,25, 
26,0,0,0,26,26, 
27,0,0,0,27,27, 
28,0,0,0,28,28, 
29,0,0,0,29,29, 
30,0,0,0,30,30, 
31,0,0,0,31,31, 
32,0,0,0,32,32, 
33,0,0,0,33,33, 
34,0,0,0,34,34, 
35,0,0,0,35,35, 
36,0,0,0,36,36, 
37,0,0,0,37,37, 
38,0,0,0,38,38, 
39,0,0,0,39,39, 
40,0,0,0,40,40, 
41,0,0,0,41,41, 
42,0,0,0,42,42, 
43,0,0,0,43,43, 
44,0,0,0,44,44, 
45,0,0,0,45,45, 
46,0,0,0,46,46, 
47,0,0,0,47,47, 
48,0,0,0,48,48, 
49,0,0,0,49,49, 
50,0,0,0,50,50, 
51,0,0,0,51,51, 
52,0,0,0,52,52, 
53,0,0,0,53,53, 
54,0,0,0,54,54, 
55,0,0,0,55,55, 
56,0,0,0,56,56, 
57,0,0,0,57,57, 
58,0,0,0,58,58, 
59,0,0,0,59,59, 
60,0,0,0,60,60, 
61,0,0,0,61,61, 
62,0,0,0,62,62, 
63,0,0,0,63,63, 
64,0,0,0,64,64, 
65,0,0,0,65,65, 
66,0,0,0,66,66, 
67,0,0,0,67,67, 
68,0,0,0,68,68, 
69,0,0,0,69,69, 
70,0,0,0,70,70, 
71,0,0,0,71,71, 
72,0,0,0,72,72, 
73,0,0,0,73,73, 
74,0,0,0,74,74, 
75,0,0,0,75,75, 
76,0,0,0,76,76, 
77,0,0,0,77,77, 
78,0,0,0,78,78, 
79,0,0,0,79,79, 
80,0,0,0,80,80, 
81,0,0,0,81,81, 
82,0,0,0,82,82, 
83,0,0,0,83,83, 
84,0,0,0,84,84, 
85,0,0,0,85,85, 
86,0,0,0,86,86, 
87,0,0,0,87,87, 
88,0,0,0,88,88, 
89,0,0,0,89,89, 
90,0,0,0,90,90, 
91,0,0,0,91,91, 
92,0,0,0,92,92, 
93,0,0,0,93,93, 
94,0,0,0,94,94, 
95,0,0,0,95,95, 
96,0,0,0,96,96, 
97,0,0,0,97,97, 
98,0,0,0,98,98, 
99,0,0,0,99,99, 
100,0,0,0,100,100, 
101,0,0,0,101,101, 
102,0,0,0,102,102, 
103,0,0,0,103,103, 
104,0,0,0,104,104, 
105,0,0,0,105,105, 
106,0,0,0,106,106, 
107,0,0,0,107,107, 
108,0,0,0,108,108, 
109,0,0,0,109,109, 
110,0,0,0,110,110, 
111,0,0,0,111,111, 
112,0,0,0,112,112, 
113,0,0,0,113,113, 
114,0,0,0,114,114, 
115,0,0,0,115,115, 
116,0,0,0,116,116, 
117,0,0,0,117,117, 
118,0,0,0,118,118, 
119,0,0,0,119,119, 
120,0,0,0,120,120, 
121,0,0,0,121,121, 
122,0,0,0,122,122, 
123,0,0,0,123,123, 
124,0,0,0,124,124, 
125,0,0,0,125,125, 
126,0,0,0,126,126, 
127,0,0,0,127,127, 
128,0,0,0,128,128, 
129,0,0,0,129,129, 
130,0,0,0,130,130, 
131,0,0,0,131,131, 
132,0,0,0,132,132, 
133,0,0,0,133,133, 
134,0,0,0,134,134, 
135,0,0,0,135,135, 
136,0,0,0,136,136, 
137,0,0,0,137,137, 
138,0,0,0,138,138, 
139,0,0,0,139,139, 
140,0,0,0,140,140, 
141,0,0,0,141,141, 
142,0,0,0,142,142, 
143,0,0,0,143,143, 
144,0,0,0,144,144, 
145,0,0,0,145,145, 
146,0,0,0,146,146, 
147,0,0,0,147,147, 
148,0,0,0,148,148, 
149,0,0,0,149,149, 
150,0,0,0,150,150, 
151,0,0,0,151,151, 
152,0,0,0,152,152, 
153,0,0,0,153,153, 
154,0,0,0,154,154, 
155,0,0,0,155,155, 
156,0,0,0,156,156, 
157,0,0,0,157,157, 
158,0,0,0,158,158, 
159,0,0,0,159,159, 
160,0,0,0,160,160, 
161,0,0,0,161,161, 
162,0,0,0,162,162, 
163,0,0,0,163,163, 
164,0,0,0,164,164, 
165,0,0,0,165,165, 
166,0,0,0,166,166, 
167,0,0,0,167,167, 
168,0,0,0,168,168, 
169,0,0,0,169,169, 
170,0,0,0,170,170, 
171,0,0,0,171,171, 
172,0,0,0,172,172, 
173,0,0,0,173,173, 
174,0,0,0,174,174, 
175,0,0,0,175,175, 
176,0,0,0,176,176, 
177,0,0,0,177,177, 
178,0,0,0,178,178, 
179,0,0,0,179,179, 
180,0,0,0,180,180, 
181,0,0,0,181,181, 
182,0,0,0,182,182, 
183,0,0,0,183,183, 
184,0,0,0,184,184, 
185,0,0,0,185,185, 
186,0,0,0,186,186, 
187,0,0,0,187,187, 
188,0,0,0,188,188, 
189,0,0,0,189,189, 
190,0,0,0,190,190, 
191,0,0,0,191,191, 
192,0,0,0,192,192, 
193,0,0,0,193,193, 
194,0,0,0,194,194, 
195,0,0,0,195,195, 
196,0,0,0,196,196, 
197,0,0,0,197,197, 
198,0,0,0,198,198, 
199,0,0,0,199,199, 
200,0,0,0,200,200, 
201,0,0,0,201,201, 
202,0,0,0,202,202, 
203,0,0,0,203,203, 
204,0,0,0,204,204, 
205,0,0,0,205,205, 
206,0,0,0,206,206, 
207,0,0,0,207,207, 
208,0,0,0,208,208, 
209,0,0,0,209,209, 
210,0,0,0,210,210, 
211,0,0,0,211,211, 
212,0,0,0,212,212, 
213,0,0,0,213,213, 
214,0,0,0,214,214, 
215,0,0,0,215,215, 
216,0,0,0,216,216, 
217,0,0,0,217,217, 
218,0,0,0,218,218, 
219,0,0,0,219,219, 
220,0,0,0,220,220, 
221,0,0,0,221,221, 
222,0,0,0,222,222, 
223,0,0,0,223,223, 
224,0,0,0,224,224, 
225,0,0,0,225,225, 
226,0,0,0,226,226, 
227,0,0,0,227,227, 
228,0,0,0,228,228, 
229,0,0,0,229,229, 
230,0,0,0,230,230, 
231,0,0,0,231,231, 
232,0,0,0,232,232, 
233,0,0,0,233,233, 
234,0,0,0,234,234, 
235,0,0,0,235,235, 
236,0,0,0,236,236, 
237,0,0,0,237,237, 
238,0,0,0,238,238, 
239,0,0,0,239,239, 
240,0,0,0,240,240, 
241,0,0,0,241,241, 
242,0,0,0,242,242, 
243,0,0,0,243,243, 
244,0,0,0,244,244, 
245,0,0,0,245,245, 
246,0,0,0,246,246, 
247,0,0,0,247,247, 
248,0,0,0,248,248, 
249,0,0,0,249,249, 
250,0,0,0,250,250, 
251,0,0,0,251,251, 
252,0,0,0,252,252, 
253,0,0,0,253,253, 
254,0,0,0,254,254, 
255,0,0,0,255,255, 
256,0,0,0,256,256, 
257,0,0,0,257,257, 
258,0,0,0,258,258, 
259,0,0,0,259,259, 
260,0,0,0,260,260, 
261,0,0,0,261,261, 
262,0,0,0,262,262, 
263,0,0,0,263,263, 
264,0,0,0,264,264, 
265,0,0,0,265,265, 
266,0,0,0,266,266, 
267,0,0,0,267,267, 
268,0,0,0,268,268, 
269,0,0,0,269,269, 
270,0,0,0,270,270, 
271,0,0,0,271,271, 
272,0,0,0,272,272, 
273,0,0,0,273,273, 
274,0,0,0,274,274, 
275,0,0,0,275,275, 
276,0,0,0,276,276, 
277,0,0,0,277,277, 
278,0,0,0,278,278, 
279,0,0,0,279,279, 
